,N,AS,MR,MS,MVP
N,97.0,0.0,1.0,0.0,2.0
AS,0.5,96.0,2.0,0.5,1.0
MR,1.5,2.5,93.0,2.0,1.0
MS,0.5,1.0,1.0,94.5,3.0
MVP,4.0,4.0,2.5,2.5,87.0
