,N,AS,MR,MS,MVP
N,80.5,0.5,14.000000000000002,0.0,5.0
AS,0.0,53.0,43.5,0.0,3.5000000000000004
MR,1.0,2.0,89.0,1.0,7.000000000000001
MS,1.0,1.0,24.5,54.50000000000001,19.0
MVP,10.5,4.5,15.5,4.0,65.5
