indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h
0,4-5-7-10,4,0.24695726401010765,10x212,0.03249020001385361,4,0.11632745336027525,0.2718301472900866,5,0.055652092394098684,0.18240894005178573,7,0.05299376022258732,0.1378402639622863,10,0.05860408767005588,0.10104260041745154
1,4-5-7-10,4,0.243035989274539,10x212,0.02580959998886101,4,0.10475134547990392,0.2231259548157908,5,0.05554557129757785,0.17756599569588577,7,0.05190905217545918,0.1584983089934078,10,0.06393602364897634,0.14744428578614593
2,4-5-7-10,4,0.24674277788429744,10x212,0.03129310000804253,4,0.0957282533764329,0.29659169468368635,5,0.16431240573197275,0.1265650912347899,7,0.05226410312258057,0.07696437735405011,10,0.05329572048416093,0.0593488689908676
3,4-5-7-10,4,0.32126020809596456,10x212,0.023318199993809685,4,0.10063212879703116,0.24486828709531552,5,0.05648222854713357,0.1525376442606194,7,0.23357228123676416,0.12747476544328626,10,0.0815849287235322,0.08843689464199861
4,4-5-7-10,4,0.24949047575587135,10x212,0.022663200012175366,4,0.12365951253280622,0.18003884274268347,5,0.055376601935705,0.1381840952210886,7,0.05328652806421423,0.09453583279913105,10,0.05292412969645883,0.06672034289215956
5,4-5-7-10,4,0.23891480511759416,10x212,0.02503329998580739,4,0.10991041309103927,0.2626956342661927,5,0.05610299508459316,0.16116837743535153,7,0.05153531018242714,0.11567496824511334,10,0.05121373582894199,0.09808916921937232
6,4-5-7-10,4,0.23688397346220946,10x212,0.03300830000080168,4,0.11396052746884378,0.24481083748569699,5,0.05708350746559766,0.1594609454941393,7,0.05163893170318288,0.11832258005839458,10,0.05094876961972119,0.09348340772861254
7,4-5-7-10,4,0.25902972970749677,10x212,0.02241820000926964,4,0.08804318409102173,0.3038121706168827,5,0.05632272741017145,0.17960919797465436,7,0.18350398143796212,0.10377286951712024,10,0.053942056743424296,0.07917039813051684
8,4-5-7-10,4,0.2789776249694191,10x212,0.024235099990619346,4,0.11211878754965794,0.17873454285256,5,0.2512708318358279,0.09792531698993936,7,0.052294462006713484,0.09692263477465168,10,0.056347318193313886,0.05535716703543126
9,4-5-7-10,4,0.24345506699510666,10x212,0.024739099986618385,4,0.11083457905883723,0.2522422508074353,5,0.06257725367321462,0.17859117958910137,7,0.05350192485740079,0.11130311643342865,10,0.04945743046996425,0.10069718831905512
10,4-5-7-10,4,0.2434748648154777,10x212,0.035016900015762076,4,0.10646516980911759,0.2179272282241694,5,0.0534856936201342,0.16004466245312915,7,0.05247000528720068,0.11396870143543263,10,0.05288234235356653,0.06929546557186114
11,4-5-7-10,4,0.28825439102981626,10x212,0.03558659998816438,4,0.11456018773906215,0.30983826208498044,5,0.0550714366725605,0.19267199213369607,7,0.060915777544476295,0.12134715180860477,10,0.1471390640322188,0.08071951730558202
