,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,33,0,1,3,3
real_AS,0,36,3,1,0
real_MR,0,3,36,0,1
real_MS,0,0,3,34,3
real_MVP,1,2,5,4,28
