indice_interno,clase,archivo,distribucion,error_final,forma_w_final,forma_h3,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,N,New_N_001.wav,8-5-3,0.2169360733629954,126x3,3x212,8,0.06867954119532307,0.3863470081962324,0.009623599999031285,5,0.25150619138857083,0.29255521936696666,0.004593100002239225,3,0.4375803131738843,0.28489944182519295,0.00384699999995064
1,N,New_N_002.wav,8-5-3,0.22479630353179214,126x3,3x212,8,0.07401385154221703,0.4108736923352186,0.01082730000052834,5,0.285707292762577,0.2876077090485837,0.005741900000430178,3,0.44788895027304976,0.22952166324970458,0.005691300000762567
2,N,New_N_003.wav,8-5-3,0.33968807882890395,126x3,3x212,8,0.07508238353131656,0.3363582245614244,0.013129800001479452,5,0.20168337980358828,0.19303677233549257,0.003762199998163851,3,0.3842007093364603,0.2105028689485905,0.0046885000010661315
3,N,New_N_004.wav,8-5-3,0.3344906001136477,126x3,3x212,8,0.07777836037730713,0.314151269102415,0.00945049999791081,5,0.16846404221197242,0.17744720256138954,0.0049972000015259255,3,0.44064750493961297,0.1303005427784387,0.004051600000821054
4,N,New_N_005.wav,8-5-3,0.32328242005057123,126x3,3x212,8,0.07356357960891889,0.315513658449778,0.010127300000021933,5,0.32435223482916653,0.19654038513586022,0.0037526000014622696,3,0.4567106064417975,0.13709892485620792,0.003424099999392638
5,N,New_N_006.wav,8-5-3,0.3962784726549439,126x3,3x212,8,0.07235180223792954,0.344309505643451,0.010248099999444094,5,0.3046420450214845,0.10667931294480393,0.0038813999999547377,3,0.5580490314810421,0.10266044666525904,0.0034190000005764887
6,N,New_N_007.wav,8-5-3,0.22474448539273978,126x3,3x212,8,0.07203602748275152,0.3839277982351273,0.011036800002329983,5,0.2361501359124847,0.23188059252697357,0.004189000002952525,3,0.4534067841693375,0.2073620770248784,0.005598499999905471
7,N,New_N_008.wav,8-5-3,0.27283640587928776,126x3,3x212,8,0.07689901966235164,0.37838661180896854,0.009259800001018448,5,0.2781915937440247,0.21949952972496015,0.005748800002038479,3,0.39095467177788357,0.16329404324970034,0.0034903999985544942
8,N,New_N_009.wav,8-5-3,0.3208355829270394,126x3,3x212,8,0.05857368616413055,0.33673683401516297,0.009989099999074824,5,0.2990714960732279,0.2063020437460576,0.003904500001226552,3,0.5116281828926744,0.2876046505632151,0.0034181000009994023
9,N,New_N_010.wav,8-5-3,0.3039793846347777,126x3,3x212,8,0.06651334059609108,0.365414107072143,0.012988499998755287,5,0.2708194271050712,0.24986651201612825,0.004332799999247072,3,0.4527203340660035,0.22772173142973087,0.0034598000020196196
10,N,New_N_011.wav,8-5-3,0.27392212490544526,126x3,3x212,8,0.07314317727331264,0.39400551779578386,0.00915289999829838,5,0.22826527664425672,0.2952601254851344,0.004043900000397116,3,0.4336436797536477,0.22586759065487502,0.0046934999991208315
11,N,New_N_012.wav,8-5-3,0.3183739134486928,126x3,3x212,8,0.08524725295789727,0.30724816373407765,0.008981499999208609,5,0.2731383159698492,0.13531613449990382,0.0057687999978952575,3,0.39202954833179177,0.13585602339919642,0.0036151000022073276
12,N,New_N_013.wav,8-5-3,0.29315214199531003,126x3,3x212,8,0.07385759029007441,0.35227016286665247,0.01025360000130604,5,0.20977765248166658,0.24651764720220087,0.004432399997313041,3,0.40929403378676316,0.23068958027979494,0.003470999999990454
13,N,New_N_014.wav,8-5-3,0.24467099710110723,126x3,3x212,8,0.06939474926416768,0.41290310711869554,0.010218899999017594,5,0.18747606435364314,0.2846288258305432,0.004221500003041001,3,0.41354390156718346,0.2868121425085515,0.0034621000013430603
14,N,New_N_015.wav,8-5-3,0.2920982341281203,126x3,3x212,8,0.07823118862404758,0.3745471692076339,0.009913700003380654,5,0.2218239894350668,0.20208622350785804,0.00378140000248095,3,0.43869238699914276,0.24983447583915233,0.003957100001571234
15,N,New_N_016.wav,8-5-3,0.41886867736817274,126x3,3x212,8,0.08068939763406494,0.30199053001986326,0.009071899999980815,5,0.2521756292603534,0.12318999501449679,0.0038564999995287508,3,0.46097838841496136,0.08418997358154041,0.004430600001796847
16,N,New_N_017.wav,8-5-3,0.2647313685073622,126x3,3x212,8,0.06430447093230034,0.3510989607228327,0.009556500001053791,5,0.20962135812915283,0.2626493397127637,0.005570500001340406,3,0.3194992400956338,0.2105304084406879,0.0035086999996565282
17,N,New_N_018.wav,8-5-3,0.2703954419688249,126x3,3x212,8,0.0735585062149252,0.35910326507277507,0.0104447000012442,5,0.2561060084247406,0.2834226097656113,0.003760899999178946,3,0.3214952476066764,0.34658734480941367,0.003418299998884322
18,N,New_N_019.wav,8-5-3,0.2997133611039359,126x3,3x212,8,0.07611953535718004,0.31032694093241936,0.010092799999256385,5,0.21408538402542887,0.2031073307638974,0.004050499999721069,3,0.36622277941804393,0.13430658106636098,0.0035047999990638345
19,N,New_N_020.wav,8-5-3,0.2736838319665429,126x3,3x212,8,0.09372601429981323,0.36079616282781685,0.010885099996812642,5,0.17328640752419638,0.26054059794553885,0.003904299999703653,3,0.3430115531700091,0.15304116202723117,0.004783999997016508
20,N,New_N_021.wav,8-5-3,0.30149371349669873,126x3,3x212,8,0.07641270663215678,0.3445414883911729,0.00918670000100974,5,0.2098917892388354,0.20257489506535106,0.004391299997223541,3,0.4564136023111581,0.19072691584663845,0.0037895999994361773
21,N,New_N_022.wav,8-5-3,0.34592324249584366,126x3,3x212,8,0.07888870201541762,0.4008303328631301,0.009174300001177471,5,0.15408825440414026,0.16155016695762772,0.004491700001381105,3,0.39458078962167326,0.14124500129520745,0.0034670999993977603
22,N,New_N_023.wav,8-5-3,0.3544638349000125,126x3,3x212,8,0.09595084751392904,0.3276764190105886,0.01061649999974179,5,0.2980523254068642,0.21009718430473695,0.003756599999178434,3,0.383796076241457,0.14189934288827516,0.0034248000010848045
23,N,New_N_024.wav,8-5-3,0.2729462753500743,126x3,3x212,8,0.08392927676594167,0.3602148205590214,0.010520399999222718,5,0.23536298184422075,0.2120801180217602,0.003759300001547672,3,0.4379810982773453,0.1722553048173006,0.0034230999990541022
24,N,New_N_025.wav,8-5-3,0.3246010986898731,126x3,3x212,8,0.08351883376085426,0.35746086358811324,0.009985699998651398,5,0.3278581117584727,0.26527428984371926,0.003838499997073086,3,0.4334234826772488,0.20103025717880937,0.00485589999880176
25,N,New_N_026.wav,8-5-3,0.30049133630303976,126x3,3x212,8,0.08273545716756216,0.3636999016719633,0.01068210000084946,5,0.275146795862837,0.20655417478863697,0.00510279999798513,3,0.34276604564899227,0.16944539734040912,0.003495099997962825
26,N,New_N_027.wav,8-5-3,0.35843940310668754,126x3,3x212,8,0.07477020914103914,0.25637482223767444,0.009916000002704095,5,0.23072498750345058,0.1684930223757333,0.003782600000704406,3,0.44768846995629297,0.17494160608230436,0.003440299999056151
27,N,New_N_028.wav,8-5-3,0.29889756332605627,126x3,3x212,8,0.07144455102507287,0.33731754648347584,0.010397000001830747,5,0.278834697015531,0.20448681930581353,0.003784799999266397,3,0.5343849302298388,0.23776391700310948,0.003510999998979969
28,N,New_N_029.wav,8-5-3,0.2847554221074167,126x3,3x212,8,0.07808578014496068,0.2911646381938689,0.010715500000515021,5,0.21119217480807415,0.2163860687850884,0.004372900002636015,3,0.31215410144804195,0.17848664544342754,0.004001299999799812
29,N,New_N_030.wav,8-5-3,0.3792700443476285,126x3,3x212,8,0.07134928884909093,0.2694424965979922,0.010114900000189664,5,0.3259172067033545,0.16710979229694795,0.00411309999981313,3,0.4386872280382806,0.1422114704915849,0.004017499999463325
30,N,New_N_031.wav,8-5-3,0.27203657992814984,126x3,3x212,8,0.0626871399968544,0.3754558116617995,0.009215100002620602,5,0.30059448635386155,0.23279139254782585,0.005071799998404458,3,0.46569036404797354,0.22025756707456456,0.0034921000005851965
31,N,New_N_032.wav,8-5-3,0.3437316342843706,126x3,3x212,8,0.08238119615018817,0.30760522616248814,0.009721099999296712,5,0.3113348372088837,0.19809771409128552,0.0037439000006997958,3,0.42784808609280794,0.16680536665648382,0.0034064000028593
32,N,New_N_033.wav,8-5-3,0.25810096145963296,126x3,3x212,8,0.07397735650816267,0.37214260286396694,0.00970450000022538,5,0.33437873066556323,0.19939404396724109,0.00374789999841596,3,0.49728953739009163,0.19200127323040686,0.003413300000829622
33,N,New_N_034.wav,8-5-3,0.35857139074697647,126x3,3x212,8,0.07230556564549082,0.3231001834951792,0.009800800002267351,5,0.294289343719184,0.16565945022260606,0.0037430000011227094,3,0.49284712835047856,0.1642522482530151,0.003582299999834504
34,N,New_N_035.wav,8-5-3,0.3329097686992338,126x3,3x212,8,0.07151185102819181,0.2672908680083636,0.009133299998211442,5,0.27758271924537936,0.20074978402355703,0.003988699998444645,3,0.3487272804504573,0.20685900887066558,0.004170399999566143
35,N,New_N_036.wav,8-5-3,0.3424250950477231,126x3,3x212,8,0.06453822244906889,0.28572306099937067,0.009021800000482472,5,0.29428937843472713,0.1877527659219093,0.005028600000514416,3,0.46606662863161225,0.20182860421227214,0.0036309999995864928
36,N,New_N_037.wav,8-5-3,0.26889942477026185,126x3,3x212,8,0.05499968475037684,0.32231156460492827,0.009338199997728225,5,0.2367540622108809,0.11585894474886752,0.004555299998173723,3,0.44206527999524853,0.08623964014719931,0.0034623999999894295
37,N,New_N_038.wav,8-5-3,0.296557105709824,126x3,3x212,8,0.060866671895285114,0.35592769723415035,0.010293499999534106,5,0.301576771815184,0.15096697145817223,0.0037755999983346555,3,0.43605844177237457,0.18226920569478053,0.0035418999977991916
38,N,New_N_039.wav,8-5-3,0.3271917491695719,126x3,3x212,8,0.05065223423176531,0.41158902218852106,0.010476999999809777,5,0.22320574495507647,0.16838900909659432,0.0039329999999608845,3,0.3947622848304486,0.19889688994010327,0.0034291000010853168
39,N,New_N_040.wav,8-5-3,0.27339626296271485,126x3,3x212,8,0.04540812558474254,0.360421189437979,0.009188299998641014,5,0.24914506683607343,0.18661513157787565,0.004274499999155523,3,0.4612742925383426,0.09476084449619199,0.004331399999500718
40,N,New_N_041.wav,8-5-3,0.31410336208250267,126x3,3x212,8,0.07522968383808244,0.3971567895453086,0.008993400002509588,5,0.19948081986299845,0.17249975084094357,0.004994899998564506,3,0.4318102939088445,0.13812248639942168,0.0034921000005851965
41,N,New_N_042.wav,8-5-3,0.34415438549766336,126x3,3x212,8,0.060964620877609677,0.41043100945577243,0.009173900001769653,5,0.1648450076776279,0.22252908262323717,0.004474199999094708,3,0.3636846456828457,0.19611689988132272,0.003484799999569077
42,N,New_N_043.wav,8-5-3,0.35657288288955247,126x3,3x212,8,0.07058773539533722,0.3610171706362725,0.010368200000812067,5,0.1415119050705196,0.10420772885935044,0.0037446000023919623,3,0.48178898483744753,0.10447303367917006,0.0034064000028593
43,N,New_N_044.wav,8-5-3,0.35148432946971453,126x3,3x212,8,0.062129153174067905,0.3282572841151602,0.010480000000825385,5,0.2603431271248544,0.13378348910872112,0.003746099999261787,3,0.5113338830729247,0.12400108393854077,0.004106999997020466
44,N,New_N_045.wav,8-5-3,0.3040465035351524,126x3,3x212,8,0.0739694479311057,0.36992097540599056,0.01665290000164532,5,0.23705486657680488,0.1849355758317455,0.005151299999852199,3,0.4008819846789684,0.1543134380987153,0.0034784000017680228
45,N,New_N_046.wav,8-5-3,0.3124546457112713,126x3,3x212,8,0.07317739656042006,0.3212084264250496,0.011764199996832758,5,0.21746535463039673,0.17845500042755758,0.003841999998257961,3,0.4405528176388128,0.13558120115602476,0.0034674000016821083
46,N,New_N_047.wav,8-5-3,0.2546829803358718,126x3,3x212,8,0.06889035773447824,0.3419359931392822,0.010223000001133187,5,0.30849704428215613,0.14282641887605832,0.003949000001739478,3,0.48887436733767703,0.13243522915881087,0.0035507000029610936
47,N,New_N_048.wav,8-5-3,0.2651755207522594,126x3,3x212,8,0.061620877847901566,0.37839792924717747,0.009337800001958385,5,0.22289317025758532,0.20800268082348783,0.005867799998668488,3,0.30719067292794705,0.12346294735890055,0.004108000000996981
48,N,New_N_049.wav,8-5-3,0.2423454259603126,126x3,3x212,8,0.05707966062904416,0.371195202174668,0.012987900001462549,5,0.3178300135586438,0.18140843366460596,0.0039753999990352895,3,0.5289005586360381,0.19912898960618364,0.0035468999994918704
49,N,New_N_050.wav,8-5-3,0.23186333781938764,126x3,3x212,8,0.0579645864198218,0.41644154885951845,0.011650700002064696,5,0.15448616037109728,0.28276795071992006,0.004255299998476403,3,0.40293818361394007,0.2668918432407475,0.006084000000555534
50,N,New_N_051.wav,8-5-3,0.2484255153428116,126x3,3x212,8,0.0677676702505273,0.36001750646989183,0.009837399997195462,5,0.21552717907024987,0.19626111207248187,0.006991800000832882,3,0.5414876608840656,0.24496494359470092,0.003682500002469169
51,N,New_N_052.wav,8-5-3,0.3548595559576371,126x3,3x212,8,0.0679753711839758,0.38133689253814707,0.012544000001071254,5,0.22876212296105108,0.18775458151589783,0.0038678000018990133,3,0.4034637999409239,0.1798681647459878,0.003621199997724034
52,N,New_N_053.wav,8-5-3,0.21270323351397588,126x3,3x212,8,0.07500212534770347,0.3679218617592922,0.011336600000504404,5,0.14123677433802223,0.13893287797073406,0.004694800001743715,3,0.4571255557538666,0.16806155854360905,0.006498599999758881
53,N,New_N_054.wav,8-5-3,0.28857298514760493,126x3,3x212,8,0.06263722675245792,0.382054705086816,0.010074099998746533,5,0.22139470030077266,0.18827531866601904,0.003989500000898261,3,0.3970816278545084,0.1682986455220491,0.003482399999484187
54,N,New_N_055.wav,8-5-3,0.2844261212396075,126x3,3x212,8,0.06957352993925696,0.35305179982364276,0.014118800001597265,5,0.18278727234435893,0.1561851818673539,0.005718100001104176,3,0.32912231264321784,0.12868093107853468,0.004530199999862816
55,N,New_N_056.wav,8-5-3,0.3030225758591122,126x3,3x212,8,0.06826793879521241,0.40464708032182223,0.00926890000118874,5,0.20363825738104843,0.16894203505272934,0.006677400000626221,3,0.4588844149074461,0.16284578617142245,0.003603500001190696
56,N,New_N_057.wav,8-5-3,0.34634237347586516,126x3,3x212,8,0.0625045154739924,0.399260871077991,0.010138400000869296,5,0.18579113333602518,0.13549075341378222,0.003809099998761667,3,0.37149283905144465,0.16175490461352884,0.0034278999992238823
57,N,New_N_058.wav,8-5-3,0.36912224739510163,126x3,3x212,8,0.0690014487597289,0.375010253369972,0.010487399998964975,5,0.2696376766534741,0.14806296307070735,0.004193799999484327,3,0.4918757407985629,0.11090331563474844,0.004209300001093652
58,N,New_N_059.wav,8-5-3,0.269481231359766,126x3,3x212,8,0.05867012093437509,0.3193202761348232,0.009199799998896196,5,0.13344330598108195,0.19125631819226793,0.0038864000016474165,3,0.40925678091500545,0.21554436522012374,0.0038531000027433038
59,N,New_N_060.wav,8-5-3,0.27542656399799414,126x3,3x212,8,0.06646539375697419,0.3355898242694449,0.009495700000115903,5,0.23935376260868665,0.16698953929733076,0.0039431000004697125,3,0.48286223353774754,0.12470525933647941,0.00388310000198544
60,N,New_N_061.wav,8-5-3,0.359319878416162,126x3,3x212,8,0.06337419122594824,0.399170089335732,0.009182899997540517,5,0.14925506710798966,0.1355592312213133,0.004468799997994211,3,0.35023903846169196,0.08746642480478557,0.0034454999986337498
61,N,New_N_062.wav,8-5-3,0.34279701299827703,126x3,3x212,8,0.0612574794125909,0.4095238582932707,0.009427900000446243,5,0.22392281957456123,0.20299140495178344,0.004069700000400189,3,0.41664800496117244,0.21039479930107075,0.0034335000018472783
62,N,New_N_063.wav,8-5-3,0.2650075490600272,126x3,3x212,8,0.05496923516139264,0.37682185642113947,0.009539200000290293,5,0.24853613538658556,0.15672398700160714,0.0037689999990107026,3,0.45873826036316556,0.10469200188630047,0.003445599999395199
63,N,New_N_064.wav,8-5-3,0.26194421111997973,126x3,3x212,8,0.06506205347854685,0.41130807356398336,0.010741999998572282,5,0.22924866418978737,0.22456342402308876,0.0038614000004599802,3,0.4295644376648289,0.21050545150537595,0.0034226999996462837
64,N,New_N_065.wav,8-5-3,0.3656102161764378,126x3,3x212,8,0.06399279130685198,0.34177600750190656,0.009979999998904532,5,0.2618558172870035,0.14814870115776643,0.0037510000001930166,3,0.4375156698257834,0.16199896933043348,0.0036963999991712626
65,N,New_N_066.wav,8-5-3,0.3360778614963833,126x3,3x212,8,0.06712577382873983,0.34519745145107067,0.009111999999731779,5,0.13853751524798366,0.19378844485473706,0.0037382000009529293,3,0.41920906618634673,0.27024663980327435,0.004383899999083951
