indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h
0,20-4,2,0.20154908079502096,4x212,0.060822100000223145,20,0.039420294066474425,0.34345901370393306,4,0.4982951800472945,0.2796502515715031
1,20-4,2,0.17323966352406117,4x212,0.03638059998047538,20,0.04388184210167848,0.3718621797724546,4,0.4953811413049443,0.3069430444508814
2,20-4,2,0.2178606173209438,4x212,0.03853089999756776,20,0.03744012530412143,0.39055318542486916,4,0.5216079876857249,0.27338627215680095
3,20-4,2,0.20334997762020598,4x212,0.03388030000496656,20,0.042038779014821274,0.35797285162405246,4,0.4758517170562411,0.19733985462175352
4,20-4,2,0.1832530381444388,4x212,0.025925699999788776,20,0.04363972974888305,0.38900857446206993,4,0.5381719183514296,0.23443382718979902
5,20-4,2,0.1795989841937611,4x212,0.042704999999841675,20,0.041512894985472365,0.36953415476501755,4,0.5776804462704106,0.2475609328673428
6,20-4,2,0.17102736766082838,4x212,0.03502609999850392,20,0.04004258856647152,0.3787006845715144,4,0.49697032247159456,0.266859585749282
7,20-4,2,0.19680352811619917,4x212,0.032953299989458174,20,0.04299372052212744,0.3715303571213857,4,0.5288818302158155,0.3175032119468991
8,20-4,2,0.16118456834263517,4x212,0.031055200000992045,20,0.040087787842082126,0.4083340194597364,4,0.46728197989294035,0.27648123333568425
9,20-4,2,0.1712022126682872,4x212,0.04248389997519553,20,0.04051797325409531,0.3945205674712955,4,0.5228921739378597,0.2462591318990516
10,20-4,2,0.16678352038363986,4x212,0.039175899990368634,20,0.04210212867913064,0.392644084373567,4,0.4631952016300542,0.24745471254113507
11,20-4,2,0.16441638151589563,4x212,0.02708220001659356,20,0.04536748694618549,0.39051807366507,4,0.5203944232986761,0.2812695775814457
12,20-4,2,0.1983275340721171,4x212,0.027835599990794435,20,0.04748153214032557,0.37300604800653525,4,0.5333786697973938,0.27352523358760955
13,20-4,2,0.18504998253718605,4x212,0.035694099991815165,20,0.038755233125190455,0.33331042480038925,4,0.5216728013317724,0.24836666214913403
14,20-4,2,0.16211370610546869,4x212,0.04302440001629293,20,0.04448740445649088,0.3937383997697747,4,0.414201799272029,0.3030662975178561
15,20-4,2,0.17629944529022998,4x212,0.03785049999714829,20,0.04183753343192581,0.3650076093274458,4,0.5432485123778483,0.2714632443213652
16,20-4,2,0.15198034214817394,4x212,0.04100800000014715,20,0.04019106094059681,0.36744695406542666,4,0.5076747208799939,0.22761120354948372
17,20-4,2,0.14937331152191904,4x212,0.04190589999780059,20,0.04454995086720028,0.41067109401782614,4,0.5080428748661536,0.2711688244380241
18,20-4,2,0.17129826354871788,4x212,0.03943829998024739,20,0.04452131414628884,0.3859838255711971,4,0.5186589952508681,0.2275828945126546
19,20-4,2,0.17994896584024384,4x212,0.03460000001359731,20,0.04113310975204347,0.38782636063049447,4,0.4672172363743155,0.2607617187429519
20,20-4,2,0.17963888868256103,4x212,0.03796499999589287,20,0.03968041032821151,0.3525081504278259,4,0.4324351891009596,0.21315870021802566
21,20-4,2,0.15654730139927642,4x212,0.03366950000054203,20,0.04734639803139048,0.42561377743096274,4,0.46624715134682654,0.3215567055186151
22,20-4,2,0.20226102132960933,4x212,0.02685840000049211,20,0.04449631641114511,0.39786812508830477,4,0.49043400784554686,0.20614947736568393
23,20-4,2,0.1635162847864141,4x212,0.02934450001339428,20,0.04332635991654521,0.37735083977562334,4,0.48550176688141417,0.29282082454649333
24,20-4,2,0.19912810458736907,4x212,0.04497990000527352,20,0.04690329265310676,0.36440523939067043,4,0.4647890678312247,0.28354725921485086
25,20-4,2,0.18902111737045754,4x212,0.034281900007044896,20,0.045942324858920615,0.342577091246467,4,0.43319656459126266,0.23724642762405504
26,20-4,2,0.16073763013156003,4x212,0.0313495000009425,20,0.04088602961330475,0.40519307884402406,4,0.5779692909837402,0.26307542517440025
27,20-4,2,0.16139092356862847,4x212,0.040993900009198114,20,0.03861779825009713,0.4194147838124657,4,0.5294383816019669,0.27433931265988376
28,20-4,2,0.22200101361194924,4x212,0.032153199979802594,20,0.04512349484850959,0.39250676909166665,4,0.5265486621852727,0.25494393519633285
29,20-4,2,0.17086308569712427,4x212,0.040802700008498505,20,0.04271298790481262,0.391074836613072,4,0.5442656888122489,0.2974481055487375
30,20-4,2,0.16871879360564535,4x212,0.03202629997394979,20,0.046409117791213594,0.4000046021922758,4,0.48364900978080266,0.2763791861835823
31,20-4,2,0.17632743724374264,4x212,0.03374670000630431,20,0.04605826530984629,0.37120851116138215,4,0.5331633718429281,0.24237015701221376
32,20-4,2,0.19702297220239098,4x212,0.027367599977878854,20,0.04337404948327564,0.3939694574696315,4,0.5007347376495361,0.28209930531174193
33,20-4,2,0.18213128385727947,4x212,0.04001250001601875,20,0.046311195975491166,0.38261138648783066,4,0.46357518694918304,0.19639727511749264
34,20-4,2,0.17410541515423716,4x212,0.03109740000218153,20,0.04242916898714691,0.36841181057864564,4,0.5683313123478008,0.28658571932939997
35,20-4,2,0.19230872421951514,4x212,0.03477519997977652,20,0.04766234012392307,0.3905022330570516,4,0.44678917350608377,0.2948526672866501
36,20-4,2,0.14737740276646139,4x212,0.027145100000780076,20,0.02773947443045154,0.40876691695446915,4,0.5066518638728219,0.20978043434854546
37,20-4,2,0.17587096335284258,4x212,0.038092900009360164,20,0.035141545815216904,0.4269409904296828,4,0.353159636033556,0.17563519636655409
38,20-4,2,0.15799008570634784,4x212,0.03927450001356192,20,0.03100169870295759,0.4424001375683389,4,0.41517516428626006,0.2962524809388003
39,20-4,2,0.18217294836269537,4x212,0.04593880000174977,20,0.02987013108618534,0.38986871439291604,4,0.429887170838835,0.18038895640647282
40,20-4,2,0.14825387606973253,4x212,0.041578900010790676,20,0.031150201373258794,0.37323963948145433,4,0.49192405674775824,0.2499436709787571
41,20-4,2,0.15886715299722778,4x212,0.02448930000537075,20,0.03279416368708389,0.40703180809192946,4,0.40996352329934566,0.19000269045613308
42,20-4,2,0.13725032222753425,4x212,0.0426436000270769,20,0.029494810327006495,0.4430835053205653,4,0.4339563447096709,0.22693614770811768
43,20-4,2,0.14486800498445598,4x212,0.04955419999896549,20,0.033278851890838006,0.45593885926381694,4,0.4887025809178578,0.2483324842202335
44,20-4,2,0.14619804134146774,4x212,0.038949000008869916,20,0.030523464588598444,0.44289119333423627,4,0.41508453634886455,0.30180406568157386
45,20-4,2,0.1380913858448541,4x212,0.050348599994322285,20,0.030176969611636906,0.42374654708577575,4,0.41074000153961093,0.3098102389593023
46,20-4,2,0.14156492371135343,4x212,0.026491500000702217,20,0.0345793369722621,0.4211376149289829,4,0.49099949755909583,0.2333482527167603
47,20-4,2,0.1734824442096381,4x212,0.026385100005427375,20,0.03140822308678654,0.3914697301763332,4,0.3917021205627018,0.20131363463905275
48,20-4,2,0.13629388703117273,4x212,0.030696899979375303,20,0.03172007120048126,0.4530132131764227,4,0.4413937710226543,0.2982561692569985
49,20-4,2,0.128553386838201,4x212,0.03263840000727214,20,0.033824918956274354,0.46180815201783176,4,0.4936281701860215,0.20222499544929895
50,20-4,2,0.14458932675499622,4x212,0.026626900013070554,20,0.0350864397876041,0.42856153060175217,4,0.4312028565200159,0.23764480131807209
51,20-4,2,0.16207842539877665,4x212,0.04623529998934828,20,0.03278065857848209,0.38041103239313484,4,0.4567574707115487,0.26435400594766345
52,20-4,2,0.15730855719627518,4x212,0.03822360001504421,20,0.034008179343244835,0.40977339945625596,4,0.46233900687542023,0.26874285121620145
53,20-4,2,0.13846727260025057,4x212,0.04622869999730028,20,0.027197928408214115,0.42594869631958077,4,0.45512668500073594,0.19350108366344687
