,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,1,1
real_AS,0,33,0,6,1
real_MR,2,5,30,2,1
real_MS,4,9,5,19,3
real_MVP,7,8,3,2,20
