distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
14-9-5,3,KNN,DeepONMF_H3,1,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
14-9-5,3,KNN,DeepONMF_H3,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
14-9-5,3,KNN,DeepONMF_H3,3,155,29,11,5,0.92,0.96875,0.725,0.9337349397590361,0.846875
14-9-5,3,KNN,DeepONMF_H3,4,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
14-9-5,3,KNN,DeepONMF_H3,5,159,31,9,1,0.95,0.99375,0.775,0.9464285714285714,0.884375
14-9-5,3,KNN,DeepONMF_W,1,149,33,7,11,0.91,0.93125,0.825,0.9551282051282052,0.878125
14-9-5,3,KNN,DeepONMF_W,2,145,30,10,15,0.875,0.90625,0.75,0.9354838709677419,0.828125
14-9-5,3,KNN,DeepONMF_W,3,147,31,9,13,0.89,0.91875,0.775,0.9423076923076923,0.846875
14-9-5,3,KNN,DeepONMF_W,4,146,34,6,14,0.9,0.9125,0.85,0.9605263157894737,0.88125
14-9-5,3,KNN,DeepONMF_W,5,149,36,4,11,0.925,0.93125,0.9,0.9738562091503268,0.915625
14-9-5,3,SVM,DeepONMF_H3,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
14-9-5,3,SVM,DeepONMF_H3,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
14-9-5,3,SVM,DeepONMF_H3,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
14-9-5,3,SVM,DeepONMF_H3,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
14-9-5,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
14-9-5,3,SVM,DeepONMF_W,1,148,39,1,12,0.935,0.925,0.975,0.9932885906040269,0.95
14-9-5,3,SVM,DeepONMF_W,2,147,38,2,13,0.925,0.91875,0.95,0.9865771812080537,0.934375
14-9-5,3,SVM,DeepONMF_W,3,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
14-9-5,3,SVM,DeepONMF_W,4,147,38,2,13,0.925,0.91875,0.95,0.9865771812080537,0.934375
14-9-5,3,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
14-9-5,3,UjaNet,DeepONMF_H3,1,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
14-9-5,3,UjaNet,DeepONMF_H3,2,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
14-9-5,3,UjaNet,DeepONMF_H3,3,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
14-9-5,3,UjaNet,DeepONMF_H3,4,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
14-9-5,3,UjaNet,DeepONMF_H3,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
14-9-5,3,UjaNet,DeepONMF_W,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
14-9-5,3,UjaNet,DeepONMF_W,2,160,37,3,0,0.985,1.0,0.925,0.9815950920245399,0.9625
14-9-5,3,UjaNet,DeepONMF_W,3,154,33,7,6,0.935,0.9625,0.825,0.9565217391304348,0.89375
14-9-5,3,UjaNet,DeepONMF_W,4,152,40,0,8,0.96,0.95,1.0,1.0,0.975
14-9-5,3,UjaNet,DeepONMF_W,5,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
