,N,AS,MR,MS,MVP
N,99.0,0.0,0.5,0.0,0.5
AS,0.0,97.5,2.0,0.0,0.5
MR,0.0,2.5,94.5,2.5,0.5
MS,0.0,1.0,0.0,94.0,5.0
MVP,1.5,3.5000000000000004,2.0,2.5,90.5
