base,clasificador,protocolo_ujanet,representacion,distribucion,numero_capas,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std,predicciones,aciertos,exactitud_directa,ruta_matriz_png,ruta_matriz_conteos,ruta_predicciones,snr_db,inicializacion_onmf
SNR_5db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,DeepONMF_H3_opt_original,22-15-10,3.0,0.9768,0.0090111042608551,0.942,0.0225277606521376,0.9855,0.0056319401630344,0.943314945774002,0.02200744717246,0.96375,0.014079850407586,1000,942,0.942,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\DeepONMF_H3_opt_original\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\DeepONMF_H3_opt_original\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\DeepONMF_H3_opt_original\matriz_confusion_agregada\predicciones_agregadas.csv,5.0,nndsvd
SNR_5db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,DeepONMF_H4_opt_original,32-18-10-6,4.0,0.978,0.0083666002653407,0.945,0.0209165006633519,0.98625,0.0052291251658379,0.9465241705980876,0.0211384036329003,0.965625,0.0130728129145949,1000,945,0.945,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\DeepONMF_H4_opt_original\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\DeepONMF_H4_opt_original\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\DeepONMF_H4_opt_original\matriz_confusion_agregada\predicciones_agregadas.csv,5.0,nndsvd
SNR_5db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,LogMel,,,0.9896,0.0038470768123343,0.974,0.0096176920308357,0.9934999999999998,0.0024044230077089,0.9745038863575448,0.0093072339929205,0.98375,0.0060110575192723,1000,974,0.974,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\LogMel\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\LogMel\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\LogMel\matriz_confusion_agregada\predicciones_agregadas.csv,5.0,nndsvd
SNR_5db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,MFCC,,,0.978,0.0083666002653407,0.945,0.0209165006633518,0.98625,0.005229125165838,0.9473889294923784,0.0207026236699092,0.965625,0.0130728129145949,1000,945,0.945,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\MFCC\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\MFCC\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\MFCC\matriz_confusion_agregada\predicciones_agregadas.csv,5.0,nndsvd
SNR_5db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,Mel,,,0.9864,0.0049799598391955,0.966,0.0124498995979887,0.9915,0.0031124748994972,0.9667821083097377,0.0120603344178655,0.97875,0.0077811872487429,1000,966,0.966,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\Mel\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\Mel\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\Mel\matriz_confusion_agregada\predicciones_agregadas.csv,5.0,nndsvd
SNR_5db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,STFT,,,0.9872,0.0067230945255886,0.968,0.0168077363139716,0.992,0.0042019340784929,0.968988326328715,0.0163654695675942,0.98,0.0105048351962322,1000,968,0.968,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\STFT\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\STFT\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_5db\STFT\matriz_confusion_agregada\predicciones_agregadas.csv,5.0,nndsvd
SNR_0db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,DeepONMF_H1_opt_original,26,1.0,0.976,0.0089442719099991,0.94,0.0223606797749979,0.985,0.0055901699437494,0.940685839315418,0.0225961101208156,0.9625,0.0139754248593736,1000,940,0.94,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\DeepONMF_H1_opt_original\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\DeepONMF_H1_opt_original\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\DeepONMF_H1_opt_original\matriz_confusion_agregada\predicciones_agregadas.csv,0.0,nndsvd
SNR_0db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,DeepONMF_H2_opt_original,28-8,2.0,0.9772,0.0075630681604755,0.9430000000000002,0.018907670401189,0.98575,0.0047269176002973,0.94370749020246,0.0196568050475146,0.964375,0.0118172940007431,1000,943,0.943,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\DeepONMF_H2_opt_original\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\DeepONMF_H2_opt_original\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\DeepONMF_H2_opt_original\matriz_confusion_agregada\predicciones_agregadas.csv,0.0,nndsvd
SNR_0db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,DeepONMF_H3_opt_original,22-15-10,3.0,0.9760000000000002,0.0074833147735479,0.94,0.0187082869338696,0.985,0.0046770717334674,0.9412017625707508,0.0184525910905619,0.9625,0.0116926793336685,1000,940,0.94,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\DeepONMF_H3_opt_original\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\DeepONMF_H3_opt_original\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\DeepONMF_H3_opt_original\matriz_confusion_agregada\predicciones_agregadas.csv,0.0,nndsvd
SNR_0db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,DeepONMF_H4_opt_original,32-18-10-6,4.0,0.9756,0.0105261578935526,0.939,0.0263153947338816,0.98475,0.0065788486834704,0.940648803151231,0.0258933595317288,0.961875,0.0164471217086759,1000,939,0.939,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\DeepONMF_H4_opt_original\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\DeepONMF_H4_opt_original\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\DeepONMF_H4_opt_original\matriz_confusion_agregada\predicciones_agregadas.csv,0.0,nndsvd
SNR_0db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,LogMel,,,0.986,0.0083666002653408,0.965,0.0209165006633518,0.99125,0.0052291251658379,0.9664053329760444,0.0201123099466786,0.978125,0.0130728129145949,1000,965,0.965,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\LogMel\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\LogMel\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\LogMel\matriz_confusion_agregada\predicciones_agregadas.csv,0.0,nndsvd
SNR_0db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,MFCC,,,0.9684,0.0117813411800185,0.921,0.0294533529500463,0.98025,0.0073633382375115,0.9227865791403144,0.0276726252661723,0.950625,0.0184083455937789,1000,921,0.921,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\MFCC\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\MFCC\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\MFCC\matriz_confusion_agregada\predicciones_agregadas.csv,0.0,nndsvd
SNR_0db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,Mel,,,0.9852,0.0054037024344425,0.963,0.0135092560861062,0.99075,0.0033773140215266,0.9645561973494028,0.0133488559155516,0.976875,0.0084432850538164,1000,963,0.963,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\Mel\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\Mel\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\Mel\matriz_confusion_agregada\predicciones_agregadas.csv,0.0,nndsvd
SNR_0db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,STFT,,,0.986,0.0031622776601683,0.965,0.0079056941504209,0.99125,0.0019764235376052,0.9654802719744952,0.0080761306609413,0.978125,0.004941058844013,1000,965,0.965,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\STFT\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\STFT\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_0db\STFT\matriz_confusion_agregada\predicciones_agregadas.csv,0.0,nndsvd
SNR_-5db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,DeepONMF_H1_opt_original,26,1.0,0.972,0.0024494897427831,0.93,0.0061237243569579,0.9825,0.0015309310892395,0.93174823614,0.0079448710918516,0.95625,0.0038273277230987,1000,930,0.93,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_-5db\DeepONMF_H1_opt_original\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_-5db\DeepONMF_H1_opt_original\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_-5db\DeepONMF_H1_opt_original\matriz_confusion_agregada\predicciones_agregadas.csv,-5.0,nndsvd
SNR_-5db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,DeepONMF_H2_opt_original,28-8,2.0,0.9736,0.0090994505328618,0.9340000000000002,0.0227486263321546,0.9835,0.0056871565830386,0.935452522978096,0.022948799175612,0.95875,0.0142178914575966,1000,934,0.934,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_-5db\DeepONMF_H2_opt_original\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_-5db\DeepONMF_H2_opt_original\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_-5db\DeepONMF_H2_opt_original\matriz_confusion_agregada\predicciones_agregadas.csv,-5.0,nndsvd
SNR_-5db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,DeepONMF_H3_opt_original,22-15-10,3.0,0.9688,0.0076941536246686,0.922,0.0192353840616713,0.9805,0.0048088460154178,0.9240290812831434,0.0192614185318943,0.95125,0.0120221150385446,1000,922,0.922,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_-5db\DeepONMF_H3_opt_original\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_-5db\DeepONMF_H3_opt_original\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_-5db\DeepONMF_H3_opt_original\matriz_confusion_agregada\predicciones_agregadas.csv,-5.0,nndsvd
SNR_-5db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,DeepONMF_H4_opt_original,32-18-10-6,4.0,0.9708,0.0106395488626163,0.927,0.0265988721565408,0.98175,0.0066497180391351,0.929561888212936,0.0274720201424106,0.954375,0.0166242950978379,1000,927,0.927,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_-5db\DeepONMF_H4_opt_original\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_-5db\DeepONMF_H4_opt_original\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\03_resultados_optimizacion_original\evaluacion_ujanet\SNR_-5db\DeepONMF_H4_opt_original\matriz_confusion_agregada\predicciones_agregadas.csv,-5.0,nndsvd
