,N,AS,MR,MS,MVP
N,90.5,0.0,2.0,2.5,5.0
AS,0.0,96.5,2.5,0.0,1.0
MR,3.0,6.0,89.5,0.5,1.0
MS,0.0,0.5,6.5,86.5,6.5
MVP,3.0,4.5,10.5,3.5000000000000004,78.5
