,N,AS,MR,MS,MVP
N,96.5,0.0,1.5,0.0,2.0
AS,0.0,96.0,2.5,0.5,1.0
MR,2.0,3.5000000000000004,92.0,2.0,0.5
MS,0.0,0.5,1.0,94.0,4.5
MVP,4.5,4.0,2.5,2.0,87.0
