,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,2,0
real_AS,0,29,3,6,2
real_MR,0,2,31,7,0
real_MS,2,4,0,32,2
real_MVP,12,1,4,2,21
