,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,0,2
real_AS,0,39,1,0,0
real_MR,2,2,34,1,1
real_MS,0,1,1,37,1
real_MVP,2,3,0,0,35
