,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,29,0,8,0,3
real_AS,0,26,12,0,2
real_MR,0,0,32,2,6
real_MS,0,0,6,31,3
real_MVP,4,3,3,1,29
