,N,AS,MR,MS,MVP
N,97.5,0.0,1.0,0.0,1.5
AS,0.0,96.0,2.0,0.5,1.5
MR,0.5,2.5,93.5,2.5,1.0
MS,0.0,0.5,0.0,93.5,6.0
MVP,3.0,2.0,1.5,1.5,92.0
