,N,AS,MR,MS,MVP
N,97.0,0.0,0.5,0.0,2.5
AS,0.5,93.5,3.0,1.0,2.0
MR,0.5,2.0,93.5,3.5000000000000004,0.5
MS,1.0,2.0,0.0,93.5,3.5000000000000004
MVP,3.5000000000000004,2.5,2.0,2.5,89.5
