,N,AS,MR,MS,MVP
N,100.0,0.0,0.0,0.0,0.0
AS,0.0,97.0,2.0,0.5,0.5
MR,0.0,0.0,98.0,1.0,1.0
MS,0.0,1.0,0.5,97.5,1.0
MVP,0.5,1.0,0.5,1.5,96.5
