,N,AS,MR,MS,MVP
N,97.0,0.0,0.0,0.5,2.5
AS,0.0,93.5,5.0,1.0,0.5
MR,1.5,4.0,90.5,2.0,2.0
MS,0.5,0.0,2.5,95.0,2.0
MVP,4.0,2.0,1.5,2.5,90.0
