,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,1,3
real_AS,0,36,1,3,0
real_MR,0,8,30,2,0
real_MS,0,2,1,37,0
real_MVP,3,7,3,0,27
