,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,2,2
real_AS,0,32,3,3,2
real_MR,0,3,32,4,1
real_MS,1,1,0,35,3
real_MVP,0,3,0,0,37
