,N,AS,MR,MS,MVP
N,97.5,0.0,0.5,0.0,2.0
AS,0.0,95.5,2.0,1.5,1.0
MR,0.0,2.5,94.5,2.0,1.0
MS,0.0,1.5,1.0,93.0,4.5
MVP,3.0,3.0,1.5,1.5,91.0
