,N,AS,MR,MS,MVP
N,97.5,0.0,0.5,0.0,2.0
AS,0.5,96.5,1.5,0.5,1.0
MR,2.5,4.0,89.5,3.0,1.0
MS,0.0,2.0,2.0,93.0,3.0
MVP,5.0,5.5,1.0,1.5,87.0
