distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
10-5-4,3,KNN,DeepONMF_H3,1,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
10-5-4,3,KNN,DeepONMF_H3,2,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
10-5-4,3,KNN,DeepONMF_H3,3,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
10-5-4,3,KNN,DeepONMF_H3,4,158,35,5,2,0.965,0.9875,0.875,0.9693251533742331,0.93125
10-5-4,3,KNN,DeepONMF_H3,5,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
10-5-4,3,KNN,DeepONMF_W,1,147,32,8,13,0.895,0.91875,0.8,0.9483870967741935,0.859375
10-5-4,3,KNN,DeepONMF_W,2,147,36,4,13,0.915,0.91875,0.9,0.9735099337748344,0.909375
10-5-4,3,KNN,DeepONMF_W,3,144,31,9,16,0.875,0.9,0.775,0.9411764705882353,0.8375
10-5-4,3,KNN,DeepONMF_W,4,146,33,7,14,0.895,0.9125,0.825,0.954248366013072,0.8687499999999999
10-5-4,3,KNN,DeepONMF_W,5,147,36,4,13,0.915,0.91875,0.9,0.9735099337748344,0.909375
10-5-4,3,SVM,DeepONMF_H3,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
10-5-4,3,SVM,DeepONMF_H3,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
10-5-4,3,SVM,DeepONMF_H3,3,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
10-5-4,3,SVM,DeepONMF_H3,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
10-5-4,3,SVM,DeepONMF_H3,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
10-5-4,3,SVM,DeepONMF_W,1,147,39,1,13,0.93,0.91875,0.975,0.9932432432432432,0.9468749999999999
10-5-4,3,SVM,DeepONMF_W,2,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
10-5-4,3,SVM,DeepONMF_W,3,143,37,3,17,0.9,0.89375,0.925,0.9794520547945206,0.909375
10-5-4,3,SVM,DeepONMF_W,4,149,38,2,11,0.935,0.93125,0.95,0.9867549668874173,0.940625
10-5-4,3,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
10-5-4,3,UjaNet,DeepONMF_H3,1,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
10-5-4,3,UjaNet,DeepONMF_H3,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
10-5-4,3,UjaNet,DeepONMF_H3,3,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
10-5-4,3,UjaNet,DeepONMF_H3,4,157,40,0,3,0.985,0.98125,1.0,1.0,0.990625
10-5-4,3,UjaNet,DeepONMF_H3,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
10-5-4,3,UjaNet,DeepONMF_W,1,154,39,1,6,0.965,0.9625,0.975,0.9935483870967742,0.96875
10-5-4,3,UjaNet,DeepONMF_W,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
10-5-4,3,UjaNet,DeepONMF_W,3,150,36,4,10,0.93,0.9375,0.9,0.974025974025974,0.91875
10-5-4,3,UjaNet,DeepONMF_W,4,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
10-5-4,3,UjaNet,DeepONMF_W,5,157,32,8,3,0.945,0.98125,0.8,0.9515151515151515,0.890625
