,N,AS,MR,MS,MVP
N,95.0,0.0,0.0,0.5,4.5
AS,0.0,95.5,2.5,0.5,1.5
MR,3.5000000000000004,8.5,84.5,2.5,1.0
MS,1.0,1.0,1.0,93.0,4.0
MVP,4.5,1.0,3.5000000000000004,1.5,89.5
