distribucion,numero_capas,clasificador,representacion,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std
12-8-4,3,KNN,DeepONMF_H3,0.964,0.0096176920308356,0.99,0.0055901699437494,0.86,0.0335410196624968,0.9658891739335016,0.0079835006982583,0.925,0.0182217246713915
12-8-4,3,KNN,DeepONMF_W,0.902,0.0090829510622924,0.9175,0.0120221150385446,0.8400000000000001,0.0285043856274784,0.9582886513944864,0.0069728088859416,0.8787499999999999,0.0131473024799766
12-8-4,3,SVM,DeepONMF_H3,0.972,0.0135092560861063,0.98,0.0120221150385445,0.94,0.0285043856274784,0.984928049114545,0.0071576981990211,0.96,0.0181411565921249
12-8-4,3,SVM,DeepONMF_W,0.924,0.0089442719099991,0.9175,0.0111803398874989,0.95,0.0249999999999999,0.9866113855379524,0.0065995247564405,0.93375,0.0121834929310111
12-8-4,3,UjaNet,DeepONMF_H3,0.983,0.0090829510622924,0.98875,0.0068465319688145,0.96,0.0379143772202577,0.9900616307349968,0.0093567007905459,0.974375,0.019059938352471
12-8-4,3,UjaNet,DeepONMF_W,0.964,0.0041833001326704,0.975,0.0116926793336685,0.92,0.0273861278752582,0.9799936982945364,0.0064250983493767,0.9475,0.0080888619409655
12-9-3,3,KNN,DeepONMF_H3,0.964,0.0102469507659595,0.98375,0.0083852549156242,0.885,0.0379143772202577,0.9716699431536722,0.0091581601222322,0.934375,0.0195156187449949
12-9-3,3,KNN,DeepONMF_W,0.901,0.0207364413533277,0.925,0.0233853586673371,0.805,0.0890926484060272,0.9504595541986772,0.021249297847664,0.865,0.0418330013267037
12-9-3,3,SVM,DeepONMF_H3,0.97,0.0141421356237309,0.98125,0.0098821176880262,0.925,0.0353553390593273,0.9812571780147662,0.0087987934451188,0.953125,0.0217631066831001
12-9-3,3,SVM,DeepONMF_W,0.908,0.0097467943448089,0.9,0.0159344359799774,0.94,0.0285043856274783,0.9837208501975748,0.0073846023819238,0.92,0.0105048351962322
12-9-3,3,UjaNet,DeepONMF_H3,0.989,0.0096176920308356,0.9925,0.0081490030065033,0.975,0.025,0.9937572792918704,0.0062316724831131,0.98375,0.0145572683735651
12-9-3,3,UjaNet,DeepONMF_W,0.968,0.0075828754440515,0.9825,0.0081490030065033,0.91,0.0285043856274784,0.9776599100193508,0.0068668926221946,0.94625,0.0138702131382325
12-9-6,3,KNN,DeepONMF_H3,0.949,0.0147478812037526,0.9825,0.0068465319688146,0.8150000000000001,0.0675462804305314,0.9552459825360364,0.0157455864924872,0.89875,0.0340610664835967
12-9-6,3,KNN,DeepONMF_W,0.91,0.0215058131676065,0.9125,0.0211947811972665,0.9,0.05,0.9734094350796172,0.0132118311608021,0.90625,0.0292316983341714
12-9-6,3,SVM,DeepONMF_H3,0.967,0.0125499003980111,0.97625,0.0120221150385445,0.93,0.0209165006633518,0.9823807797888544,0.0052899998532845,0.953125,0.0148231765320392
12-9-6,3,SVM,DeepONMF_W,0.918,0.0075828754440515,0.9125,0.0088388347648318,0.94,0.0285043856274783,0.9838901837851048,0.0074957367530599,0.92625,0.0135496771179242
12-9-6,3,UjaNet,DeepONMF_H3,0.986,0.0129421791055447,0.98875,0.0111803398874989,0.975,0.025,0.9937103913792412,0.006269874469799,0.981875,0.0168865701076329
12-9-6,3,UjaNet,DeepONMF_W,0.962,0.0164316767251549,0.9725,0.022793228161013,0.92,0.0325960120260132,0.9799575689377812,0.0077922502331906,0.94625,0.0152133268057976
13-10-3,3,KNN,DeepONMF_H3,0.962,0.0156524758424985,0.985,0.0121834929310112,0.8699999999999999,0.0480884601541784,0.9681317716470424,0.0116223142234814,0.9275,0.0265533072328099
13-10-3,3,KNN,DeepONMF_W,0.912,0.0279732014613987,0.93625,0.023962861890851,0.8150000000000001,0.0547722557505166,0.9528794167983264,0.0141833046963485,0.875625,0.0368034263010931
13-10-3,3,SVM,DeepONMF_H3,0.97,0.0158113883008419,0.97875,0.0113536888278655,0.935,0.0379143772202577,0.9836708860759492,0.0095316027555479,0.956875,0.0237376612685411
13-10-3,3,SVM,DeepONMF_W,0.914,0.0119373363863133,0.90625,0.0132582521472477,0.945,0.0209165006633518,0.9850681497824354,0.0055981118810393,0.925625,0.0131473024799766
13-10-3,3,UjaNet,DeepONMF_H3,0.989,0.0096176920308356,0.99625,0.0055901699437494,0.96,0.0487339717240448,0.9901892962793292,0.0117709469026705,0.978125,0.0237992909558247
13-10-3,3,UjaNet,DeepONMF_W,0.963,0.0075828754440515,0.9775,0.0200585081698515,0.905,0.0447213595499958,0.976541063130188,0.0106793621013116,0.94125,0.012770510463564
13-11-5,3,KNN,DeepONMF_H3,0.954,0.0159687194226712,0.985,0.0121834929310112,0.8300000000000001,0.0541987084716969,0.958742504494705,0.0127235493151726,0.9075,0.0289463404422735
13-11-5,3,KNN,DeepONMF_W,0.898,0.0090829510622925,0.905,0.0027950849718747,0.8699999999999999,0.0480884601541783,0.965469337666455,0.0122830296673965,0.8875,0.023593232610221
13-11-5,3,SVM,DeepONMF_H3,0.968,0.0156524758424985,0.97875,0.0113536888278656,0.925,0.0353553390593273,0.9811947732333296,0.0088946666243537,0.951875,0.0228146403105549
13-11-5,3,SVM,DeepONMF_W,0.914,0.0065192024052026,0.90875,0.0071260964068695,0.935,0.0223606797749978,0.9824673553177474,0.0058969416109779,0.921875,0.0110485434560398
13-11-5,3,UjaNet,DeepONMF_H3,0.987,0.0075828754440515,0.99,0.0094785943050644,0.975,0.0306186217847897,0.9937961986362314,0.0075603228632239,0.9825,0.0140798504075859
13-11-5,3,UjaNet,DeepONMF_W,0.959,0.0124498995979887,0.97,0.0111803398874989,0.915,0.0518411033833192,0.9787119576147496,0.0126477964939662,0.9425,0.0255410209271281
13-12,2,KNN,DeepONMF_H2,0.932,0.0178885438199983,0.97375,0.0120221150385445,0.765,0.080234032679406,0.943393309204686,0.01835506261965,0.869375,0.0399829065039048
13-12,2,KNN,DeepONMF_W,0.843,0.0404042077016738,0.8612500000000001,0.0277404262764651,0.77,0.1081087415521983,0.9375777783952504,0.0290937622953482,0.815625,0.064537113837698
13-12,2,SVM,DeepONMF_H2,0.968,0.0144048602908879,0.97625,0.0135496771179242,0.935,0.0285043856274784,0.98362980305085,0.0071997806053947,0.955625,0.0184083455937788
13-12,2,SVM,DeepONMF_W,0.9,0.0127475487839819,0.89375,0.0146575492494482,0.925,0.0467707173346742,0.9796201671273984,0.012300137377141,0.909375,0.0224260938975114
13-12,2,UjaNet,DeepONMF_H2,0.995,0.0049999999999999,0.99875,0.0027950849718747,0.98,0.0273861278752583,0.9950617283950616,0.0067620068827798,0.989375,0.0131843894435806
13-12,2,UjaNet,DeepONMF_W,0.984,0.0089442719099991,0.99375,0.0062499999999999,0.945,0.0447213595499957,0.9864645438121048,0.0109542523470074,0.969375,0.0216956936971372
13-12-6,3,KNN,DeepONMF_H3,0.943,0.0125499003980111,0.97625,0.0052291251658379,0.8099999999999999,0.0602079728939614,0.9537696806423888,0.0140957245816098,0.8931250000000001,0.0300877622547772
13-12-6,3,KNN,DeepONMF_W,0.8880000000000001,0.0168077363139716,0.89,0.0180060753636099,0.8800000000000001,0.0273861278752583,0.9673928624800034,0.0074685077343837,0.885,0.0184083455937789
13-12-6,3,SVM,DeepONMF_H3,0.975,0.0106066017177982,0.98,0.0052291251658379,0.955,0.0325960120260132,0.9886712841334288,0.0081941657367203,0.9675,0.0188279629142401
13-12-6,3,SVM,DeepONMF_W,0.917,0.0120415945787922,0.91,0.0129602758458298,0.945,0.0209165006633518,0.9851234740471532,0.0056429201140349,0.9275,0.0135135926940247
13-12-6,3,UjaNet,DeepONMF_H3,0.99,0.0079056941504209,0.99125,0.0071260964068696,0.985,0.0136930639376291,0.9962263155799695,0.0034450003587692,0.988125,0.0097327571889984
13-12-6,3,UjaNet,DeepONMF_W,0.961,0.016355427233796,0.97375,0.0052291251658379,0.91,0.0741619848709566,0.9776673342797388,0.0181632943459909,0.941875,0.0377982927855214
13-3,2,KNN,DeepONMF_H2,0.969,0.0089442719099991,0.98125,0.0098821176880262,0.92,0.0370809924354783,0.9801124398106156,0.0090099480063164,0.950625,0.017594610325324
13-3,2,KNN,DeepONMF_W,0.8949999999999999,0.0158113883008419,0.935,0.0113536888278655,0.735,0.0575543221661066,0.9339638936954888,0.0137713645723076,0.835,0.0302496126008251
13-3,2,SVM,DeepONMF_H2,0.973,0.0125499003980111,0.97625,0.0092702481088695,0.96,0.0285043856274784,0.989857191174584,0.0072587943522542,0.968125,0.0182752393965167
13-3,2,SVM,DeepONMF_W,0.914,0.0065192024052026,0.90625,0.0116926793336685,0.945,0.0209165006633518,0.9851229420811694,0.0054736400589262,0.925625,0.0067748385589621
13-3,2,UjaNet,DeepONMF_H2,0.991,0.0096176920308356,0.99625,0.0055901699437494,0.97,0.0273861278752582,0.9925388198757764,0.0068022569721473,0.983125,0.0161777238819309
13-3,2,UjaNet,DeepONMF_W,0.967,0.0192353840616712,0.97875,0.0121834929310112,0.92,0.0622494979899436,0.9800910404747653,0.0153855042959884,0.949375,0.0345450340135886
13-4,2,KNN,DeepONMF_H2,0.966,0.0155724115023974,0.98375,0.0113536888278656,0.8949999999999999,0.0480884601541783,0.97407919452164,0.011833543961902,0.939375,0.0267548184912549
13-4,2,KNN,DeepONMF_W,0.901,0.0138744369255116,0.92125,0.021469455046647,0.82,0.0480884601541783,0.9536475233942786,0.0115086282010891,0.8706250000000001,0.0197147628694843
13-4,2,SVM,DeepONMF_H2,0.972,0.0115108644332213,0.97875,0.0094785943050644,0.945,0.0325960120260132,0.9861783439490444,0.0081129850512148,0.961875,0.0184083455937789
13-4,2,SVM,DeepONMF_W,0.924,0.0108397416943393,0.92,0.0167705098312484,0.94,0.0285043856274783,0.984064757172712,0.0073089844928842,0.93,0.0111803398874989
13-4,2,UjaNet,DeepONMF_H2,0.988,0.0090829510622924,0.99125,0.0055901699437494,0.975,0.0433012701892219,0.9938341629046572,0.010626302741683,0.983125,0.0213782892206088
13-4,2,UjaNet,DeepONMF_W,0.962,0.0083666002653407,0.97125,0.0071260964068696,0.925,0.0395284707521047,0.98115385912938,0.0097702896338517,0.948125,0.019085539355753
13-5,2,KNN,DeepONMF_H2,0.958,0.0097467943448089,0.97625,0.0111803398874989,0.885,0.0335410196624968,0.9714609634964434,0.0080015865426305,0.930625,0.0162980060130065
13-5,2,KNN,DeepONMF_W,0.892,0.0135092560861063,0.92375,0.019960899278339,0.765,0.0602079728939615,0.9404837981889956,0.0136963697131971,0.844375,0.0258072785275782
13-5,2,SVM,DeepONMF_H2,0.969,0.0134164078649987,0.975,0.0116926793336685,0.945,0.0209165006633518,0.9860675844553738,0.0053527673178407,0.96,0.0161475133534547
13-5,2,SVM,DeepONMF_W,0.924,0.0065192024052026,0.91875,0.0044194173824159,0.945,0.0209165006633518,0.9852705725860088,0.0055724902191977,0.931875,0.011566722202076
13-5,2,UjaNet,DeepONMF_H2,0.991,0.0119373363863133,0.99,0.0121834929310112,0.995,0.0111803398874989,0.9987179487179488,0.0028667538173074,0.9925,0.0116088597631291
13-5,2,UjaNet,DeepONMF_W,0.974,0.0178185296812054,0.98,0.0167705098312484,0.95,0.0306186217847896,0.9873879352669854,0.0078184332116653,0.965,0.021469455046647
13-5-4,3,KNN,DeepONMF_H3,0.96,0.0145773797371132,0.98,0.0102697979532218,0.8800000000000001,0.0480884601541783,0.9703760269290542,0.0117719918293342,0.93,0.0262015922703182
13-5-4,3,KNN,DeepONMF_W,0.904,0.0147478812037526,0.9275,0.0168865701076328,0.8099999999999999,0.0418330013267037,0.9513781339825876,0.0101767409825955,0.86875,0.0213096589015403
13-5-4,3,SVM,DeepONMF_H3,0.97,0.0122474487139158,0.97875,0.0113536888278655,0.935,0.0223606797749978,0.9836624253584748,0.0056192272883371,0.956875,0.0152133268057975
13-5-4,3,SVM,DeepONMF_W,0.917,0.0057008771254956,0.91375,0.0027950849718747,0.93,0.0325960120260132,0.9812785608636598,0.008582722607898,0.921875,0.0156249999999999
13-5-4,3,UjaNet,DeepONMF_H3,0.986,0.0096176920308356,0.9925,0.0068465319688145,0.96,0.0285043856274784,0.9900462944877766,0.0070719294981895,0.97625,0.0161777238819309
13-5-4,3,UjaNet,DeepONMF_W,0.961,0.0221923410211721,0.97625,0.0161777238819309,0.9,0.0586301969977928,0.975081684307409,0.0146023564211096,0.938125,0.034896610687859
13-6,2,KNN,DeepONMF_H2,0.96,0.0203100960115898,0.98375,0.0094785943050644,0.865,0.0720243014544396,0.9669879349046016,0.0174064769091132,0.924375,0.0393675588206838
13-6,2,KNN,DeepONMF_W,0.907,0.0192353840616713,0.9325,0.0194655143779967,0.805,0.0325960120260131,0.9503048282277224,0.0083005299186705,0.86875,0.0222072975055497
13-6,2,SVM,DeepONMF_H2,0.968,0.0152479506819769,0.97625,0.0120221150385445,0.935,0.0335410196624968,0.9836233219157592,0.008476951256897,0.955625,0.02158287081229
13-6,2,SVM,DeepONMF_W,0.921,0.0074161984870956,0.915,0.0094785943050644,0.945,0.0209165006633518,0.985233063088249,0.0055089729268848,0.93,0.0100292540849257
13-6,2,UjaNet,DeepONMF_H2,0.99,0.0061237243569579,0.99375,0.0044194173824159,0.975,0.025,0.993781055900621,0.0062112043865985,0.984375,0.0126938100072436
13-6,2,UjaNet,DeepONMF_W,0.968,0.0125499003980111,0.975,0.0088388347648318,0.94,0.0379143772202577,0.984888635813916,0.0094294793386551,0.9575,0.0213782892206088
13-7,2,KNN,DeepONMF_H2,0.946,0.0114017542509913,0.9675,0.0102697979532218,0.86,0.0454147553114623,0.9651929674099484,0.010819666784978,0.91375,0.0225996059147056
13-7,2,KNN,DeepONMF_W,0.883,0.0248997991959774,0.90875,0.0252332865477329,0.78,0.0447213595499957,0.9429237114046112,0.0116899513047503,0.844375,0.0294314616949277
13-7,2,SVM,DeepONMF_H2,0.972,0.0125499003980111,0.98,0.0102697979532218,0.94,0.0335410196624968,0.984951938220717,0.0083686805257873,0.96,0.0194404137687447
13-7,2,SVM,DeepONMF_W,0.912,0.0120415945787923,0.90375,0.0129602758458298,0.945,0.0209165006633518,0.9850218156228008,0.0056561154677168,0.924375,0.0135135926940247
13-7,2,UjaNet,DeepONMF_H2,0.997,0.0067082039324993,0.9975,0.0055901699437494,0.995,0.0111803398874989,0.99874213836478,0.0028126641226412,0.99625,0.0083852549156242
13-7,2,UjaNet,DeepONMF_W,0.965,0.0106066017177982,0.9725,0.0094785943050644,0.935,0.0223606797749978,0.983567574850116,0.0056481689763907,0.95375,0.0142178914575966
13-8,2,KNN,DeepONMF_H2,0.949,0.0238222584991431,0.98,0.0135496771179242,0.825,0.0951971638232988,0.9576277923402168,0.0225236553661958,0.9025,0.0494797149092433
13-8,2,KNN,DeepONMF_W,0.8859999999999999,0.0114017542509913,0.90375,0.0185404962177391,0.8150000000000001,0.0547722557505166,0.9515942043481698,0.0132514103417471,0.859375,0.0225346954716499
13-8,2,SVM,DeepONMF_H2,0.97,0.0141421356237309,0.9775,0.0129602758458298,0.94,0.0285043856274784,0.9848885400081562,0.0072001084627104,0.95875,0.0184083455937789
13-8,2,SVM,DeepONMF_W,0.921,0.0143178210632763,0.91875,0.0132582521472477,0.93,0.0325960120260132,0.9813298003886238,0.0086333034551138,0.924375,0.0196899800025291
13-8,2,UjaNet,DeepONMF_H2,0.993,0.0044721359549995,0.99625,0.0055901699437494,0.98,0.0209165006633518,0.9950386281726862,0.0051715809180342,0.988125,0.0094785943050644
13-8,2,UjaNet,DeepONMF_W,0.978,0.0057008771254956,0.98625,0.0081490030065033,0.945,0.0325960120260132,0.9863325435290416,0.0079101886106812,0.965625,0.0141490392783396
13-8-3,3,KNN,DeepONMF_H3,0.969,0.0143178210632763,0.98375,0.0055901699437495,0.91,0.0518411033833192,0.9777236198462612,0.0127340468466932,0.946875,0.0282980785566794
13-8-3,3,KNN,DeepONMF_W,0.898,0.0248997991959775,0.9375,0.0197642353760523,0.74,0.0675462804305314,0.9352497669615004,0.016406554583303,0.8387499999999999,0.0391311896062462
13-8-3,3,SVM,DeepONMF_H3,0.969,0.0114017542509913,0.9775,0.0094785943050644,0.935,0.0285043856274784,0.9836625211642344,0.0071314529342427,0.95625,0.0169730945175002
13-8-3,3,SVM,DeepONMF_W,0.909,0.0096176920308357,0.9,0.0116926793336685,0.945,0.0209165006633518,0.9849847298710562,0.0055848625568418,0.9225,0.0111365810507534
13-8-3,3,UjaNet,DeepONMF_H3,0.986,0.0041833001326703,0.99125,0.0055901699437494,0.965,0.0223606797749979,0.9912885305126212,0.0055472452308418,0.978125,0.0098821176880261
13-8-3,3,UjaNet,DeepONMF_W,0.965,0.0196850196850295,0.97875,0.0214694550466471,0.91,0.0454147553114623,0.9776127618164858,0.0110676103712973,0.944375,0.02542605700851
14-11-8-3,4,KNN,DeepONMF_H4,0.961,0.0143178210632763,0.98,0.0081490030065033,0.885,0.0575543221661067,0.971640251776958,0.014046209701062,0.9325,0.0298596979639781
14-11-8-3,4,KNN,DeepONMF_W,0.917,0.0178885438199983,0.93,0.0142521928137392,0.865,0.0575543221661066,0.96511012187945,0.0146191215784138,0.8975,0.0311247489949718
14-11-8-3,4,SVM,DeepONMF_H4,0.97,0.0154110350074224,0.98125,0.0116926793336685,0.925,0.0395284707521047,0.9812719263557218,0.0098350334013746,0.953125,0.023696485762661
14-11-8-3,4,SVM,DeepONMF_W,0.921,0.0102469507659596,0.915,0.0156873754975139,0.945,0.0209165006633518,0.985265266885413,0.0053643737344774,0.93,0.0078436877487568
14-11-8-3,4,UjaNet,DeepONMF_H4,0.983,0.0144048602908879,0.99125,0.0094785943050644,0.95,0.0353553390593273,0.9875465838509316,0.0087977949613884,0.970625,0.0221632790331214
14-11-8-3,4,UjaNet,DeepONMF_W,0.967,0.0135092560861063,0.98125,0.00625,0.91,0.0675462804305314,0.9778172884421132,0.0162241980275588,0.945625,0.0333365883827364
14-11-8-5,4,KNN,DeepONMF_H4,0.9469999999999998,0.0057008771254957,0.97625,0.0120221150385445,0.8300000000000001,0.0596866819315666,0.9585467286066514,0.0132231574186351,0.903125,0.0247052942200654
14-11-8-5,4,KNN,DeepONMF_W,0.8960000000000001,0.0216217483104396,0.90625,0.0124999999999999,0.8550000000000001,0.069372184627558,0.9616816995184272,0.0180547304948471,0.880625,0.0389310287559935
14-11-8-5,4,SVM,DeepONMF_H4,0.971,0.0114017542509913,0.98,0.0092702481088695,0.935,0.0285043856274784,0.98370223681107,0.0071303741130132,0.9575,0.0170591800799452
14-11-8-5,4,SVM,DeepONMF_W,0.918,0.0057008771254956,0.91375,0.0081490030065033,0.935,0.0285043856274784,0.982602205283819,0.0074905859210091,0.924375,0.0123822579725993
14-11-8-5,4,UjaNet,DeepONMF_H4,0.979,0.0089442719099991,0.98625,0.005229125165838,0.95,0.0306186217847897,0.9875151373100512,0.0075754302316836,0.968125,0.0167413690449735
14-11-8-5,4,UjaNet,DeepONMF_W,0.952,0.0135092560861062,0.96875,0.0211947811972664,0.885,0.0418330013267038,0.9713623944650271,0.0100611886037906,0.926875,0.0166242950978379
14-11-8-6-4,5,KNN,DeepONMF_H5,0.95,0.0149999999999999,0.98625,0.0081490030065033,0.805,0.0480884601541783,0.952951613402906,0.011371350576319,0.8956250000000001,0.0271173664373958
14-11-8-6-4,5,KNN,DeepONMF_W,0.891,0.0155724115023974,0.90875,0.0180060753636099,0.82,0.0447213595499957,0.952936980824492,0.0109737977866513,0.8643750000000001,0.0225996059147057
14-11-8-6-4,5,SVM,DeepONMF_H5,0.969,0.0129421791055448,0.98125,0.0098821176880262,0.92,0.0410791918128874,0.9800832892994664,0.0101221102594749,0.950625,0.0224695975153094
14-11-8-6-4,5,SVM,DeepONMF_W,0.9190000000000002,0.0054772255750516,0.91125,0.0068465319688145,0.95,0.025,0.9865216561601594,0.006643669762288,0.930625,0.0113536888278656
14-11-8-6-4,5,UjaNet,DeepONMF_H5,0.981,0.0129421791055448,0.985,0.0129602758458298,0.965,0.0418330013267038,0.9912878468005968,0.0103557301172361,0.975,0.0215375761751409
14-11-8-6-4,5,UjaNet,DeepONMF_W,0.967,0.0256417628099161,0.97375,0.0235518046017709,0.94,0.0487339717240448,0.9848119428346214,0.01242075106486,0.956875,0.0325060090598646
14-3,2,KNN,DeepONMF_H2,0.968,0.0144048602908879,0.97625,0.0092702481088695,0.935,0.0379143772202577,0.9836394395350688,0.0095288363899759,0.955625,0.0230064528991324
14-3,2,KNN,DeepONMF_W,0.908,0.0148323969741913,0.92875,0.0071260964068696,0.825,0.0770551750371122,0.955341097388066,0.0188746855408643,0.8768750000000001,0.0376688905132603
14-3,2,SVM,DeepONMF_H2,0.972,0.0135092560861063,0.97875,0.0104582503316759,0.945,0.0325960120260132,0.9861549599736724,0.0081765176317551,0.961875,0.0200585081698515
14-3,2,SVM,DeepONMF_W,0.915,0.0079056941504209,0.91,0.0121834929310111,0.935,0.0285043856274784,0.9825469014546276,0.0074759759441165,0.9225,0.0117759023008854
14-3,2,UjaNet,DeepONMF_H2,0.99,0.0061237243569579,0.995,0.0052291251658379,0.97,0.0209165006633519,0.9925386281726862,0.0051948700918371,0.9825,0.0109597986979688
14-3,2,UjaNet,DeepONMF_W,0.963,0.0207966343430854,0.97375,0.0204442840422451,0.92,0.054198708471697,0.979982309275135,0.0131635982926837,0.946875,0.0302173118840839
14-6,2,KNN,DeepONMF_H2,0.955,0.0176776695296636,0.9775,0.0129602758458298,0.865,0.0627495019900556,0.9667788736420811,0.0150083469448016,0.92125,0.0331750800677255
14-6,2,KNN,DeepONMF_W,0.89,0.0257390753524675,0.90875,0.0373956882541289,0.8150000000000001,0.0547722557505165,0.951861863489702,0.0122473887923065,0.8618750000000001,0.0234270810174891
14-6,2,SVM,DeepONMF_H2,0.97,0.0169558249578131,0.9775,0.0121834929310112,0.94,0.0379143772202577,0.9848737162646286,0.0095803021944236,0.95875,0.0246459301914129
14-6,2,SVM,DeepONMF_W,0.917,0.0168077363139716,0.91,0.0195655948031231,0.945,0.0209165006633518,0.985120806575868,0.005617704031455,0.9275,0.015372967345311
14-6,2,UjaNet,DeepONMF_H2,0.989,0.0074161984870956,0.9875,0.0098821176880261,0.995,0.0111803398874989,0.99875,0.0027950849718747,0.99125,0.0060110575192722
14-6,2,UjaNet,DeepONMF_W,0.964,0.0253475837112731,0.97125,0.0223606797749979,0.935,0.0379143772202577,0.9834450854761986,0.0098859288691608,0.953125,0.0299739470207044
14-7,2,KNN,DeepONMF_H2,0.951,0.0119373363863132,0.97,0.0068465319688145,0.875,0.0467707173346742,0.9688783284498448,0.0112833597481911,0.9225,0.0244470090195099
14-7,2,KNN,DeepONMF_W,0.885,0.0217944947177033,0.90375,0.0104582503316759,0.8099999999999999,0.084038681569858,0.9503566233175852,0.0212509582947564,0.8568749999999999,0.0445463242030136
14-7,2,SVM,DeepONMF_H2,0.97,0.0122474487139159,0.97625,0.0120221150385445,0.945,0.0273861278752582,0.9861303702245688,0.0068652198873873,0.960625,0.0163279380970164
14-7,2,SVM,DeepONMF_W,0.914,0.0119373363863133,0.90625,0.0124999999999999,0.945,0.0209165006633518,0.985059689877523,0.0056344028904014,0.925625,0.013693063937629
14-7,2,UjaNet,DeepONMF_H2,0.991,0.0041833001326703,0.99375,0.0062499999999999,0.98,0.0111803398874989,0.9950076663150904,0.0027909871146985,0.986875,0.0046351240544348
14-7,2,UjaNet,DeepONMF_W,0.966,0.0134164078649987,0.975,0.0124999999999999,0.93,0.0480884601541783,0.9824890635955056,0.011839865429491,0.9525,0.0244470090195099
14-8,2,KNN,DeepONMF_H2,0.959,0.0224722050542441,0.9775,0.0113536888278656,0.885,0.0782623792124926,0.9716152570190376,0.0188981191182815,0.93125,0.0429047819304562
14-8,2,KNN,DeepONMF_W,0.869,0.0134164078649987,0.8925000000000001,0.0092702481088695,0.775,0.0499999999999999,0.9408220719584196,0.0124689460206589,0.83375,0.0261829500820667
14-8,2,SVM,DeepONMF_H2,0.972,0.0144048602908879,0.97875,0.0113536888278655,0.945,0.0325960120260132,0.986146797893794,0.0081840103818002,0.961875,0.0206581173512979
14-8,2,SVM,DeepONMF_W,0.915,0.0093541434669348,0.91,0.0071260964068695,0.935,0.0285043856274784,0.9824861163039496,0.0076412007414436,0.9225,0.0158422398195457
14-8,2,UjaNet,DeepONMF_H2,0.996,0.0041833001326704,0.99875,0.0027950849718747,0.985,0.0136930639376291,0.9962655279503104,0.0034091278071357,0.991875,0.0075259966117451
14-8,2,UjaNet,DeepONMF_W,0.974,0.0114017542509913,0.97875,0.0113536888278655,0.955,0.0480884601541783,0.988778480513174,0.0118268141483379,0.966875,0.0232387405532227
14-8-3,3,KNN,DeepONMF_H3,0.97,0.0158113883008419,0.985,0.0071260964068696,0.91,0.0575543221661066,0.9777758782995022,0.0140038342482315,0.9475,0.0312030897909165
14-8-3,3,KNN,DeepONMF_W,0.905,0.0226384628453435,0.92875,0.0190599383524711,0.8099999999999999,0.0720243014544396,0.9515400265636856,0.0174098656738729,0.869375,0.0387424387784249
14-8-3,3,SVM,DeepONMF_H3,0.973,0.0103682206766638,0.9825,0.0068465319688146,0.935,0.0285043856274784,0.9837418453845852,0.0071129256052972,0.95875,0.0168865701076328
14-8-3,3,SVM,DeepONMF_W,0.915,0.0154110350074224,0.90875,0.0200585081698515,0.94,0.0285043856274784,0.9838387367392104,0.0073737699098346,0.924375,0.0148889115619644
14-8-3,3,UjaNet,DeepONMF_H3,0.994,0.0065192024052026,0.99625,0.0034232659844072,0.985,0.0223606797749979,0.9962655279503104,0.0055598139962736,0.990625,0.0123031373031434
14-8-3,3,UjaNet,DeepONMF_W,0.964,0.0181659021245849,0.9775,0.0219195973959377,0.91,0.0285043856274784,0.9775367164515988,0.0069750592963127,0.94375,0.0175390190005028
14-8-5-3,4,KNN,DeepONMF_H4,0.955,0.0145773797371132,0.9825,0.0081490030065033,0.845,0.0570087712549569,0.9621827005865388,0.0135662549705833,0.91375,0.0298596979639781
14-8-5-3,4,KNN,DeepONMF_W,0.909,0.0108397416943394,0.93625,0.0102697979532218,0.8,0.0395284707521046,0.9493821541902442,0.0094960779061347,0.868125,0.0199364223846707
14-8-5-3,4,SVM,DeepONMF_H4,0.974,0.0134164078649987,0.9825,0.0102697979532218,0.94,0.0285043856274784,0.9849525316455696,0.0071580396790005,0.96125,0.01882796291424
14-8-5-3,4,SVM,DeepONMF_W,0.9200000000000002,0.0061237243569579,0.91375,0.0102697979532219,0.945,0.0273861278752582,0.9852581355541496,0.0070854595345985,0.929375,0.0109597986979688
14-8-5-3,4,UjaNet,DeepONMF_H4,0.987,0.0115108644332213,0.9925,0.0102697979532219,0.965,0.0223606797749979,0.9912571816318057,0.0055958324310813,0.97875,0.0148889115619645
14-8-5-3,4,UjaNet,DeepONMF_W,0.966,0.0167332005306815,0.975,0.0237992909558247,0.93,0.0512347538297979,0.9826023110629514,0.0122988095202455,0.9525,0.0224695975153093
14-9,2,KNN,DeepONMF_H2,0.944,0.0207364413533276,0.97375,0.0128086884574494,0.825,0.0847791247890658,0.9573094802143698,0.019982926676002,0.899375,0.043548643779112
14-9,2,KNN,DeepONMF_W,0.868,0.0207966343430854,0.8949999999999999,0.0161777238819309,0.76,0.0720243014544396,0.937386363943656,0.0176200707379805,0.8275,0.0381070654537973
14-9,2,SVM,DeepONMF_H2,0.971,0.0178185296812054,0.97625,0.0135496771179242,0.95,0.0395284707521047,0.9873493295393638,0.0100391244280899,0.963125,0.0255218962363692
14-9,2,SVM,DeepONMF_W,0.916,0.0108397416943394,0.91125,0.0149216704828916,0.935,0.0223606797749978,0.9825358827566528,0.0057374436863672,0.923125,0.0105048351962322
