,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,1,0
real_AS,0,33,2,4,1
real_MR,0,1,32,7,0
real_MS,3,9,0,27,1
real_MVP,10,5,1,4,20
