,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,2,0
real_AS,0,34,3,1,2
real_MR,0,4,33,3,0
real_MS,1,1,0,37,1
real_MVP,0,2,2,1,35
