clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,38,156,4,2,0.97,0.95,0.975,0.9047619047619048,0.9624999999999999,40
AS,35,152,8,5,0.935,0.875,0.95,0.813953488372093,0.9125,40
MR,31,151,9,9,0.91,0.775,0.94375,0.775,0.859375,40
MS,33,153,7,7,0.93,0.825,0.95625,0.825,0.890625,40
MVP,33,158,2,7,0.955,0.825,0.9875,0.9428571428571428,0.90625,40
PROMEDIO_MACRO,170,770,30,30,0.9400000000000001,0.85,0.9625,0.8523145071982281,0.90625,200
