,N,AS,MR,MS,MVP
N,96.5,0.0,1.5,0.0,2.0
AS,0.5,96.0,2.5,0.5,0.5
MR,0.0,3.5000000000000004,94.5,1.0,1.0
MS,0.0,2.0,0.5,94.0,3.5000000000000004
MVP,4.5,4.5,1.5,2.0,87.5
