,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,1,0
real_AS,0,31,2,7,0
real_MR,1,3,31,5,0
real_MS,3,8,0,29,0
real_MVP,9,4,1,4,22
