,N,AS,MR,MS,MVP
N,98.0,0.0,0.5,0.0,1.5
AS,0.0,96.0,3.0,0.0,1.0
MR,1.5,2.0,94.5,1.5,0.5
MS,0.5,2.5,0.5,94.0,2.5
MVP,3.0,4.0,2.0,2.0,89.0
