distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
16-10,2,KNN,DeepONMF_H2,1,156,35,5,4,0.955,0.975,0.875,0.968944099378882,0.925
16-10,2,KNN,DeepONMF_H2,2,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
16-10,2,KNN,DeepONMF_H2,3,156,32,8,4,0.94,0.975,0.8,0.9512195121951219,0.8875
16-10,2,KNN,DeepONMF_H2,4,155,34,6,5,0.945,0.96875,0.85,0.9627329192546584,0.909375
16-10,2,KNN,DeepONMF_H2,5,158,31,9,2,0.945,0.9875,0.775,0.9461077844311377,0.8812500000000001
16-10,2,KNN,DeepONMF_W,1,144,32,8,16,0.88,0.9,0.8,0.9473684210526315,0.8500000000000001
16-10,2,KNN,DeepONMF_W,2,145,36,4,15,0.905,0.90625,0.9,0.9731543624161074,0.903125
16-10,2,KNN,DeepONMF_W,3,139,34,6,21,0.865,0.86875,0.85,0.9586206896551724,0.859375
16-10,2,KNN,DeepONMF_W,4,138,34,6,22,0.86,0.8625,0.85,0.9583333333333334,0.85625
16-10,2,KNN,DeepONMF_W,5,146,35,5,14,0.905,0.9125,0.875,0.9668874172185431,0.89375
16-10,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
16-10,2,SVM,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
16-10,2,SVM,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
16-10,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
16-10,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
16-10,2,SVM,DeepONMF_W,1,149,37,3,11,0.93,0.93125,0.925,0.9802631578947368,0.9281250000000001
16-10,2,SVM,DeepONMF_W,2,145,36,4,15,0.905,0.90625,0.9,0.9731543624161074,0.903125
16-10,2,SVM,DeepONMF_W,3,145,37,3,15,0.91,0.90625,0.925,0.9797297297297297,0.915625
16-10,2,SVM,DeepONMF_W,4,147,38,2,13,0.925,0.91875,0.95,0.9865771812080537,0.934375
16-10,2,SVM,DeepONMF_W,5,143,37,3,17,0.9,0.89375,0.925,0.9794520547945206,0.909375
16-10,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
16-10,2,UjaNet,DeepONMF_H2,2,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
16-10,2,UjaNet,DeepONMF_H2,3,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
16-10,2,UjaNet,DeepONMF_H2,4,160,37,3,0,0.985,1.0,0.925,0.9815950920245399,0.9625
16-10,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
16-10,2,UjaNet,DeepONMF_W,1,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
16-10,2,UjaNet,DeepONMF_W,2,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
16-10,2,UjaNet,DeepONMF_W,3,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
16-10,2,UjaNet,DeepONMF_W,4,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
16-10,2,UjaNet,DeepONMF_W,5,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
