,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,31,1,0,1,7
real_AS,0,26,10,2,2
real_MR,0,4,36,0,0
real_MS,1,3,2,26,8
real_MVP,0,3,9,3,25
