clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,38,154,6,2,0.96,0.95,0.9625,0.8636363636363636,0.95625,40
AS,35,145,15,5,0.9,0.875,0.90625,0.7,0.890625,40
MR,31,148,12,9,0.895,0.775,0.925,0.7209302325581395,0.8500000000000001,40
MS,31,153,7,9,0.92,0.775,0.95625,0.8157894736842105,0.8656250000000001,40
MVP,21,156,4,19,0.885,0.525,0.975,0.84,0.75,40
PROMEDIO_MACRO,156,756,44,44,0.9119999999999999,0.78,0.945,0.7880712139757426,0.8625,200
