distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
16-6-2,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9146616541353383,0.946875,200
16-6-2,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.9049999999999999,0.97625,0.9072514619883041,0.940625,200
16-6-2,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,182,782,18,18,0.9640000000000001,0.9099999999999999,0.9775,0.9125009999428604,0.94375,200
16-6-2,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,186,786,14,14,0.9719999999999999,0.93,0.9824999999999999,0.9303215825680524,0.95625,200
16-6-2,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.9452231929997102,0.965625,200
