distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
8-6,2,KNN,DeepONMF_H2,1,159,33,7,1,0.96,0.99375,0.825,0.9578313253012049,0.909375
8-6,2,KNN,DeepONMF_H2,2,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
8-6,2,KNN,DeepONMF_H2,3,156,30,10,4,0.93,0.975,0.75,0.9397590361445783,0.8625
8-6,2,KNN,DeepONMF_H2,4,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
8-6,2,KNN,DeepONMF_H2,5,159,34,6,1,0.965,0.99375,0.85,0.9636363636363636,0.921875
8-6,2,KNN,DeepONMF_W,1,150,37,3,10,0.935,0.9375,0.925,0.9803921568627451,0.93125
8-6,2,KNN,DeepONMF_W,2,136,31,9,24,0.835,0.85,0.775,0.9379310344827586,0.8125
8-6,2,KNN,DeepONMF_W,3,143,34,6,17,0.885,0.89375,0.85,0.959731543624161,0.871875
8-6,2,KNN,DeepONMF_W,4,145,29,11,15,0.87,0.90625,0.725,0.9294871794871795,0.815625
8-6,2,KNN,DeepONMF_W,5,145,31,9,15,0.88,0.90625,0.775,0.9415584415584416,0.840625
8-6,2,SVM,DeepONMF_H2,1,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
8-6,2,SVM,DeepONMF_H2,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
8-6,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
8-6,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
8-6,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
8-6,2,SVM,DeepONMF_W,1,149,39,1,11,0.94,0.93125,0.975,0.9933333333333333,0.953125
8-6,2,SVM,DeepONMF_W,2,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
8-6,2,SVM,DeepONMF_W,3,145,36,4,15,0.905,0.90625,0.9,0.9731543624161074,0.903125
8-6,2,SVM,DeepONMF_W,4,148,38,2,12,0.93,0.925,0.95,0.9866666666666667,0.9375
8-6,2,SVM,DeepONMF_W,5,146,35,5,14,0.905,0.9125,0.875,0.9668874172185431,0.89375
8-6,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
8-6,2,UjaNet,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
8-6,2,UjaNet,DeepONMF_H2,3,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
8-6,2,UjaNet,DeepONMF_H2,4,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
8-6,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
8-6,2,UjaNet,DeepONMF_W,1,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
8-6,2,UjaNet,DeepONMF_W,2,150,38,2,10,0.94,0.9375,0.95,0.9868421052631579,0.94375
8-6,2,UjaNet,DeepONMF_W,3,152,36,4,8,0.94,0.95,0.9,0.9743589743589743,0.925
8-6,2,UjaNet,DeepONMF_W,4,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
8-6,2,UjaNet,DeepONMF_W,5,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
