distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
9-4,2,KNN,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
9-4,2,KNN,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
9-4,2,KNN,DeepONMF_H2,3,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
9-4,2,KNN,DeepONMF_H2,4,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
9-4,2,KNN,DeepONMF_H2,5,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
9-4,2,KNN,DeepONMF_W,1,148,34,6,12,0.91,0.925,0.85,0.961038961038961,0.8875
9-4,2,KNN,DeepONMF_W,2,144,35,5,16,0.895,0.9,0.875,0.9664429530201343,0.8875
9-4,2,KNN,DeepONMF_W,3,149,26,14,11,0.875,0.93125,0.65,0.9141104294478528,0.790625
9-4,2,KNN,DeepONMF_W,4,148,33,7,12,0.905,0.925,0.825,0.9548387096774194,0.875
9-4,2,KNN,DeepONMF_W,5,150,30,10,10,0.9,0.9375,0.75,0.9375,0.84375
9-4,2,SVM,DeepONMF_H2,1,156,38,2,4,0.97,0.975,0.95,0.9873417721518988,0.9624999999999999
9-4,2,SVM,DeepONMF_H2,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
9-4,2,SVM,DeepONMF_H2,3,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
9-4,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
9-4,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
9-4,2,SVM,DeepONMF_W,1,146,39,1,14,0.925,0.9125,0.975,0.9931972789115646,0.94375
9-4,2,SVM,DeepONMF_W,2,142,38,2,18,0.9,0.8875,0.95,0.9861111111111112,0.91875
9-4,2,SVM,DeepONMF_W,3,150,37,3,10,0.935,0.9375,0.925,0.9803921568627451,0.93125
9-4,2,SVM,DeepONMF_W,4,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
9-4,2,SVM,DeepONMF_W,5,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
9-4,2,UjaNet,DeepONMF_H2,1,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
9-4,2,UjaNet,DeepONMF_H2,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
9-4,2,UjaNet,DeepONMF_H2,3,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
9-4,2,UjaNet,DeepONMF_H2,4,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
9-4,2,UjaNet,DeepONMF_H2,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
9-4,2,UjaNet,DeepONMF_W,1,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
9-4,2,UjaNet,DeepONMF_W,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
9-4,2,UjaNet,DeepONMF_W,3,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
9-4,2,UjaNet,DeepONMF_W,4,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
9-4,2,UjaNet,DeepONMF_W,5,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
