indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,original,N,New_N_001.wav,22,DeepONMF_H1,1,nndsvd,0.07973792974853094,22x212,0.042588200070895255,22,0.07973792974853093,0.19864069379825514,0.04127170005813241
1,original,N,New_N_002.wav,22,DeepONMF_H1,1,nndsvd,0.07051940470191972,22x212,0.0417792999651283,22,0.07051940470191972,0.21490190199914166,0.04075099993497133
2,original,N,New_N_003.wav,22,DeepONMF_H1,1,nndsvd,0.07644768965163715,22x212,0.041286999941803515,22,0.07644768965163712,0.15857150738447698,0.040249699959531426
3,original,N,New_N_004.wav,22,DeepONMF_H1,1,nndsvd,0.07725848005885852,22x212,0.04266879998613149,22,0.07725848005885848,0.1977889874880137,0.04156190005596727
4,original,N,New_N_005.wav,22,DeepONMF_H1,1,nndsvd,0.07458607723519499,22x212,0.04214580007828772,22,0.074586077235195,0.19679070737191723,0.04102540004532784
5,original,N,New_N_006.wav,22,DeepONMF_H1,1,nndsvd,0.07981821100452498,22x212,0.042448900057934225,22,0.07981821100452498,0.21212137523800637,0.04132299998309463
6,original,N,New_N_007.wav,22,DeepONMF_H1,1,nndsvd,0.0726320264621607,22x212,0.042896199971437454,22,0.0726320264621607,0.18947546157612502,0.04171460005454719
7,original,N,New_N_008.wav,22,DeepONMF_H1,1,nndsvd,0.06944818146979309,22x212,0.04693890002090484,22,0.06944818146979309,0.18198383528016104,0.04575829999521375
8,original,N,New_N_009.wav,22,DeepONMF_H1,1,nndsvd,0.07500216689218811,22x212,0.05052889999933541,22,0.07500216689218812,0.1909362222494838,0.049553100019693375
9,original,N,New_N_010.wav,22,DeepONMF_H1,1,nndsvd,0.08173242327397928,22x212,0.05193590000271797,22,0.08173242327397931,0.1944729937786024,0.05063269997481257
10,original,N,New_N_011.wav,22,DeepONMF_H1,1,nndsvd,0.07264371747202246,22x212,0.049103999976068735,22,0.07264371747202245,0.20720196482066972,0.047718800022266805
11,original,N,New_N_012.wav,22,DeepONMF_H1,1,nndsvd,0.07156985206717767,22x212,0.046729200053960085,22,0.07156985206717768,0.21239416903310093,0.04529429995454848
12,original,N,New_N_013.wav,22,DeepONMF_H1,1,nndsvd,0.07889121309544804,22x212,0.045389599981717765,22,0.07889121309544808,0.1858065085378537,0.04432700003962964
13,original,N,New_N_014.wav,22,DeepONMF_H1,1,nndsvd,0.07518149705909942,22x212,0.0461007000412792,22,0.07518149705909946,0.22534928876807447,0.04488019994460046
14,original,N,New_N_015.wav,22,DeepONMF_H1,1,nndsvd,0.07574502353439636,22x212,0.04445390007458627,22,0.07574502353439631,0.18307095782590668,0.0431345000397414
