,N,AS,MR,MS,MVP
N,98.5,0.0,0.5,0.0,1.0
AS,0.0,95.5,2.5,0.5,1.5
MR,0.0,3.0,94.0,1.5,1.5
MS,0.0,1.5,1.0,95.5,2.0
MVP,1.5,2.5,0.5,2.0,93.5
