epoca,loss_train,loss_val
1,0.4520703005163293,0.25886499881744385
2,0.18517552174039578,0.11648699641227722
3,0.12189394755190924,0.09053928405046463
4,0.07914190021907225,0.09042440354824066
5,0.04748825432953278,0.09009303897619247
6,0.0572263965885596,0.11932989209890366
7,0.06121817518540315,0.0814623236656189
8,0.04982866549643835,0.1012694239616394
9,0.07310114969042938,0.11357960104942322
10,0.02911107724043847,0.10298296064138412
11,0.02076666485127613,0.10368851572275162
12,0.02230249270858047,0.12237177789211273
13,0.049106787517877434,0.09583122283220291
14,0.016562806060200705,0.14153844118118286
15,0.013145504298001086,0.23682095110416412
16,0.020781509847055485,0.13855873048305511
17,0.005669257800802466,0.17352254688739777
