,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,1,2,0
real_AS,0,36,2,1,1
real_MR,0,2,36,2,0
real_MS,0,10,3,27,0
real_MVP,1,3,1,4,31
