base,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
SNR_8db,DeepONMF_H_9-8-7,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.9650000000000001,0.99125,0.9668119279094889,0.978125,200
SNR_8db,DeepONMF_H_9-8-7,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.919139879161088,0.946875,200
SNR_8db,DeepONMF_H_9-8-7,3,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.9887499999999999,0.9552313946216385,0.971875,200
SNR_8db,DeepONMF_H_9-8-7,4,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.9887499999999999,0.9559120525910089,0.971875,200
SNR_8db,DeepONMF_H_9-8-7,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9623734132078162,0.975,200
