indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,N,New_N_001.wav,11-5-4,3,0.3069727210495703,126x4,4x212,11,0.058814440338976696,0.35835554458388713,0.008031099998333957,5,0.2840281502320963,0.20543686667995203,0.0024402000053669326,4,0.28094157598084224,0.1852666981274983,0.0021025000023655593
1,N,New_N_002.wav,11-5-4,3,0.23986971891967093,126x4,4x212,11,0.05511656083763018,0.346471296916373,0.007554999996500555,5,0.3344623116698391,0.24453668936195694,0.0028774000020348467,4,0.30115592926026336,0.20776937262044448,0.0021415000010165386
2,N,New_N_003.wav,11-5-4,3,0.26786215434144955,126x4,4x212,11,0.05935102610342407,0.35054626202344685,0.0072762999989208765,5,0.29620581494895404,0.17435909400676294,0.0027861999988090247,4,0.2644596579187252,0.15433394430684236,0.002508799996576272
3,N,New_N_004.wav,11-5-4,3,0.26456532079962053,126x4,4x212,11,0.06601719828271911,0.3324752521831376,0.007524900000134949,5,0.3528875531522333,0.20987225550870042,0.002943599996797275,4,0.28949523663188176,0.2304111586433035,0.0019443999990471639
4,N,New_N_005.wav,11-5-4,3,0.3635330859148383,126x4,4x212,11,0.06169464118017836,0.30814983356718795,0.007426199998008087,5,0.3244460288649836,0.21545016235912312,0.003206000001227949,4,0.3785483332144129,0.16610540243419572,0.0019414000053075142
5,N,New_N_006.wav,11-5-4,3,0.2728436771347513,126x4,4x212,11,0.06353993454290605,0.3515717586203414,0.008103599997411948,5,0.3434908190863527,0.24653216344768217,0.003186099995218683,4,0.29451517149868894,0.21996995267836061,0.001917699999467004
6,N,New_N_007.wav,11-5-4,3,0.24711390439609648,126x4,4x212,11,0.06331330490873248,0.36274054306107983,0.008070299998507835,5,0.3735893322982604,0.2387953318349838,0.002521599999454338,4,0.457806901961474,0.2147305078504146,0.0019542999943951145
7,N,New_N_008.wav,11-5-4,3,0.25729378334961023,126x4,4x212,11,0.06011235917900362,0.34019569103219977,0.007209199997305404,5,0.3883150766195571,0.20856569251585264,0.002345400003832765,4,0.30407131544692245,0.20848939027887936,0.0020361999995657243
8,N,New_N_009.wav,11-5-4,3,0.23500694536477873,126x4,4x212,11,0.06076280029797602,0.35138320152979463,0.007925600002636202,5,0.24453762414470032,0.23113417923568358,0.0024979999943752773,4,0.28427067076596557,0.2316188840932539,0.002116399999067653
9,N,New_N_010.wav,11-5-4,3,0.23473866011215508,126x4,4x212,11,0.06325413130090514,0.376222309010807,0.0076066999972681515,5,0.27420633993234184,0.20246836431111684,0.0030412999985856004,4,0.268885693288326,0.17025490320540407,0.0021903000015299767
10,N,New_N_011.wav,11-5-4,3,0.2655779902482243,126x4,4x212,11,0.06831983698377797,0.35303366679903087,0.007334300004004035,5,0.3775870366909828,0.15968475863426715,0.00231020000501303,4,0.3535807520074534,0.1516571523369263,0.00218019999738317
