,N,AS,MR,MS,MVP
N,97.0,0.0,0.5,0.0,2.5
AS,0.5,91.0,4.5,2.5,1.5
MR,1.5,2.5,92.5,2.5,1.0
MS,0.0,0.0,0.5,95.5,4.0
MVP,3.5000000000000004,2.0,1.0,2.5,91.0
