,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,0,4
real_AS,0,40,0,0,0
real_MR,2,2,34,1,1
real_MS,0,0,3,37,0
real_MVP,2,2,4,3,29
