indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,SNR_-5db,N,New_N_001.wav,28-8,DeepONMF_H2,2,nndsvd,0.38880428297167485,8x212,0.029484499944373965,28,0.29070130008903866,0.29457911335126497,0.024901999975554645,8,0.4021899710826941,0.3152745699891803,0.0035466999979689717
1,SNR_-5db,N,New_N_002.wav,28-8,DeepONMF_H2,2,nndsvd,0.3823989149716592,8x212,0.03255690005607903,28,0.2873581613653433,0.302209111815141,0.028022700105793774,8,0.39016806153671796,0.3271430612957919,0.003476599929854274
2,SNR_-5db,N,New_N_003.wav,28-8,DeepONMF_H2,2,nndsvd,0.38278428475392123,8x212,0.03008539997972548,28,0.2822689556741141,0.30542668598713135,0.025472800014540553,8,0.4030082940116036,0.3368307854363488,0.0036007999442517757
3,SNR_-5db,N,New_N_004.wav,28-8,DeepONMF_H2,2,nndsvd,0.38904654430636415,8x212,0.030217100051231682,28,0.291977496267468,0.30332815871846175,0.02578409994021058,8,0.3997503486137221,0.31368845186172983,0.003572799963876605
4,SNR_-5db,N,New_N_005.wav,28-8,DeepONMF_H2,2,nndsvd,0.3815603319065879,8x212,0.028281999984756112,28,0.2857482890696188,0.3080191522309745,0.02298679994419217,8,0.3935960801944717,0.3338977716968449,0.004393500043079257
5,SNR_-5db,N,New_N_006.wav,28-8,DeepONMF_H2,2,nndsvd,0.38076020065490296,8x212,0.028406199999153614,28,0.2839162384608009,0.297490411123721,0.023013100028038025,8,0.3966644951077408,0.3365153881616961,0.004384600091725588
6,SNR_-5db,N,New_N_007.wav,28-8,DeepONMF_H2,2,nndsvd,0.3877220171262742,8x212,0.030333400005474687,28,0.29054640758412004,0.29952601842193205,0.025572999962605536,8,0.39385821759872075,0.3288154314490693,0.0038267000345513225
7,SNR_-5db,N,New_N_008.wav,28-8,DeepONMF_H2,2,nndsvd,0.38341437636365766,8x212,0.028914000024087727,28,0.2869890551406578,0.2952357756287472,0.02441389998421073,8,0.3969477968523234,0.3330202440818626,0.0035340000176802278
8,SNR_-5db,N,New_N_009.wav,28-8,DeepONMF_H2,2,nndsvd,0.38192980330131404,8x212,0.02929259999655187,28,0.2864827828967307,0.3073441907937376,0.024161000037565827,8,0.3986304115471606,0.33965866400943767,0.004242200055159628
9,SNR_-5db,N,New_N_010.wav,28-8,DeepONMF_H2,2,nndsvd,0.37895009885876885,8x212,0.030995800043456256,28,0.28596786416580044,0.29509476889466235,0.02555149991530925,8,0.39563594421997283,0.31533177213527425,0.004564299946650863
10,SNR_-5db,N,New_N_011.wav,28-8,DeepONMF_H2,2,nndsvd,0.3858796948203942,8x212,0.03257050004322082,28,0.28858007768972926,0.30192766227061074,0.027342600049450994,8,0.39371341035937646,0.34364330458398173,0.00416190002579242
11,SNR_-5db,N,New_N_012.wav,28-8,DeepONMF_H2,2,nndsvd,0.3906230899770104,8x212,0.03144569997675717,28,0.2902833377383059,0.30093723501528175,0.02672969992272556,8,0.4088206736337477,0.3424242422391573,0.003756200079806149
12,SNR_-5db,N,New_N_013.wav,28-8,DeepONMF_H2,2,nndsvd,0.3843648177020471,8x212,0.03437830007169396,28,0.28796932676992426,0.29207409070244367,0.02891649992670864,8,0.39294356545521963,0.32998142124403224,0.004197100060991943
13,SNR_-5db,N,New_N_014.wav,28-8,DeepONMF_H2,2,nndsvd,0.3851209439725873,8x212,0.036581399966962636,28,0.2873883616663664,0.29819052626829634,0.02938750002067536,8,0.40215236170839597,0.31137208372665953,0.006200499949045479
14,SNR_-5db,N,New_N_015.wav,28-8,DeepONMF_H2,2,nndsvd,0.3843082923530834,8x212,0.03578349994495511,28,0.2896907322983144,0.2931767276662789,0.030400199932046235,8,0.3903745472620844,0.33571305881115243,0.0044744000770151615
15,SNR_-5db,N,New_N_016.wav,28-8,DeepONMF_H2,2,nndsvd,0.3849910870424349,8x212,0.03507149999495596,28,0.2859985141665448,0.2916114420702021,0.03025599999818951,8,0.4065974136077651,0.3285621486140667,0.0040042001055553555
16,SNR_-5db,N,New_N_017.wav,28-8,DeepONMF_H2,2,nndsvd,0.38849791957759183,8x212,0.03278659994248301,28,0.28889078107471466,0.30322310948003667,0.02809079992584884,8,0.4068874637903102,0.31846376092541145,0.003926200093701482
17,SNR_-5db,N,New_N_018.wav,28-8,DeepONMF_H2,2,nndsvd,0.3814738260391602,8x212,0.03445170004852116,28,0.2863856447456222,0.2953434872441673,0.029665900045074522,8,0.39855337331298746,0.3379694473106324,0.0039082999574020505
18,SNR_-5db,N,New_N_019.wav,28-8,DeepONMF_H2,2,nndsvd,0.3845872648891884,8x212,0.03196509997360408,28,0.28661999095952406,0.3026369382945236,0.02737559995148331,8,0.39628543048456844,0.3232671584643936,0.0036794000770896673
19,SNR_-5db,N,New_N_020.wav,28-8,DeepONMF_H2,2,nndsvd,0.3837385732395566,8x212,0.030311600072309375,28,0.2879054087463717,0.29713887340888834,0.02529069990850985,8,0.3985719745196413,0.33019491309134696,0.004220300004817545
20,SNR_-5db,N,New_N_021.wav,28-8,DeepONMF_H2,2,nndsvd,0.3829202734064264,8x212,0.029994499986059964,28,0.2867305245476477,0.3036109325925262,0.025340500054880977,8,0.3874607587022339,0.33199556407998887,0.0036856000078842044
21,SNR_-5db,N,New_N_022.wav,28-8,DeepONMF_H2,2,nndsvd,0.38765097675071536,8x212,0.03002309997100383,28,0.2864946612296036,0.297761218072666,0.02560670010279864,8,0.4077411392830406,0.33474922231008275,0.0035117000807076693
22,SNR_-5db,N,New_N_023.wav,28-8,DeepONMF_H2,2,nndsvd,0.3833777748460619,8x212,0.030235899961553514,28,0.28684809939059586,0.2964825288900386,0.025807099998928607,8,0.3938979735801863,0.3218474402724479,0.003544399980455637
23,SNR_-5db,N,New_N_024.wav,28-8,DeepONMF_H2,2,nndsvd,0.3854871450388133,8x212,0.03194760007318109,28,0.2889261712113699,0.291398014103,0.027554700034670532,8,0.39346427322589866,0.3161846436592266,0.0034483999479562044
24,SNR_-5db,N,New_N_025.wav,28-8,DeepONMF_H2,2,nndsvd,0.3848044691636808,8x212,0.029561699950136244,28,0.289183217831019,0.29682093621528854,0.02503309992607683,8,0.3972657005243653,0.32098404238368416,0.0036209000973030925
25,SNR_-5db,N,New_N_026.wav,28-8,DeepONMF_H2,2,nndsvd,0.38303136995156195,8x212,0.030813299934379756,28,0.28670474618797115,0.3011251784407491,0.025897899991832674,8,0.3946787671124589,0.3188913480771674,0.004083900013938546
26,SNR_-5db,N,New_N_027.wav,28-8,DeepONMF_H2,2,nndsvd,0.38659127874010674,8x212,0.028293699957430363,28,0.2878385276478118,0.30022544647091814,0.02400769991800189,8,0.39715619916251443,0.3273331460455945,0.0035682000452652574
27,SNR_-5db,N,New_N_028.wav,28-8,DeepONMF_H2,2,nndsvd,0.3844090366930097,8x212,0.029862700030207634,28,0.2858311692369162,0.2938896419312043,0.025532200001180172,8,0.3962479425517521,0.3345407195251994,0.0034836999839171767
28,SNR_-5db,N,New_N_029.wav,28-8,DeepONMF_H2,2,nndsvd,0.39206729286234576,8x212,0.03068880003411323,28,0.28953530280124784,0.2906165959282366,0.026432599988766015,8,0.4102430524051187,0.31173240416277576,0.0035114999627694488
29,SNR_-5db,N,New_N_030.wav,28-8,DeepONMF_H2,2,nndsvd,0.38243761958925077,8x212,0.028560200007632375,28,0.28649813932301943,0.2964807870532408,0.023724300088360906,8,0.3963771896037849,0.33689893782579156,0.003950399928726256
30,SNR_-5db,N,New_N_031.wav,28-8,DeepONMF_H2,2,nndsvd,0.38703381223065364,8x212,0.02867939998395741,28,0.2884853140562296,0.2976790390280512,0.024161200039088726,8,0.4052107839789789,0.3324699640593632,0.003630799939855933
31,SNR_-5db,N,New_N_032.wav,28-8,DeepONMF_H2,2,nndsvd,0.38506215100405244,8x212,0.03078629996161908,28,0.28780632647276067,0.30015274444627454,0.026367599959485233,8,0.39892955119016243,0.3455329872384656,0.0036119999131187797
32,SNR_-5db,N,New_N_033.wav,28-8,DeepONMF_H2,2,nndsvd,0.38258983633644633,8x212,0.03228879999369383,28,0.28735902254882073,0.2926724719051565,0.027789799962192774,8,0.40206887520526224,0.3212075904866602,0.0035151999909430742
33,SNR_-5db,N,New_N_034.wav,28-8,DeepONMF_H2,2,nndsvd,0.38060306197286925,8x212,0.03074349998496473,28,0.2860794204441531,0.30381511492102703,0.026031199959106743,8,0.3897365457871371,0.3128345091806439,0.0036609999369829893
34,SNR_-5db,N,New_N_035.wav,28-8,DeepONMF_H2,2,nndsvd,0.38402018744239624,8x212,0.030808200011961162,28,0.28719293497740167,0.29708315702367355,0.026268200017511845,8,0.39520837484496496,0.3267040361770282,0.0035987000446766615
35,SNR_-5db,N,New_N_036.wav,28-8,DeepONMF_H2,2,nndsvd,0.381637358024334,8x212,0.03236170008312911,28,0.2838938311959262,0.29782265993659723,0.027767800027504563,8,0.39918469564740083,0.32512397109291497,0.0037902999902144074
36,SNR_-5db,N,New_N_037.wav,28-8,DeepONMF_H2,2,nndsvd,0.29057282240448545,8x212,0.0290038000093773,28,0.21656868053295944,0.2935286201142117,0.024038400035351515,8,0.2545691909383006,0.2724282749948182,0.004189200000837445
37,SNR_-5db,N,New_N_038.wav,28-8,DeepONMF_H2,2,nndsvd,0.3837181814666748,8x212,0.02816230000462383,28,0.28819058173225093,0.29130780707418075,0.023800799972377717,8,0.3972151257192355,0.2888841386719386,0.003643999923951924
38,SNR_-5db,N,New_N_039.wav,28-8,DeepONMF_H2,2,nndsvd,0.39168232950333487,8x212,0.0292139999801293,28,0.28689263814878374,0.29509346615583437,0.024938000016845763,8,0.40603982433638974,0.32058218576656594,0.003512200084514916
39,SNR_-5db,N,New_N_040.wav,28-8,DeepONMF_H2,2,nndsvd,0.38602292505997926,8x212,0.029389499919489026,28,0.2876571027106797,0.2929351068941129,0.02480210002977401,8,0.39867771812835795,0.30967905177711924,0.0036435999209061265
40,SNR_-5db,N,New_N_041.wav,28-8,DeepONMF_H2,2,nndsvd,0.37861298619588835,8x212,0.029112800024449825,28,0.28440165440582543,0.30163879337222693,0.02377390000037849,8,0.37910510743481424,0.33501337244820867,0.004245899966917932
41,SNR_-5db,N,New_N_042.wav,28-8,DeepONMF_H2,2,nndsvd,0.38767157381194484,8x212,0.030240299995057285,28,0.2906127867743219,0.2967931640353082,0.025803000084124506,8,0.39278185196922305,0.3298392022718278,0.0035421999637037516
42,SNR_-5db,N,New_N_043.wav,28-8,DeepONMF_H2,2,nndsvd,0.38186812016066674,8x212,0.031074800062924623,28,0.28401032626940137,0.29368896872104533,0.026293599978089333,8,0.38281206946883894,0.33163167963998136,0.003771199961192906
43,SNR_-5db,N,New_N_044.wav,28-8,DeepONMF_H2,2,nndsvd,0.3857368653589694,8x212,0.02992699993774295,28,0.28717212311426366,0.3014438336200931,0.02532090002205223,8,0.38773219405361314,0.315809401769171,0.0035871999571099877
44,SNR_-5db,N,New_N_045.wav,28-8,DeepONMF_H2,2,nndsvd,0.38058034721867945,8x212,0.03096209990326315,28,0.2850049966590725,0.29713716563220005,0.02656049991492182,8,0.3837745350850887,0.33331685909302255,0.0035328998928889632
45,SNR_-5db,N,New_N_046.wav,28-8,DeepONMF_H2,2,nndsvd,0.3806759052699109,8x212,0.029133199946954846,28,0.28524866325356363,0.2988909531281903,0.024256000062450767,8,0.3801129335929304,0.3295751026357672,0.004086600034497678
46,SNR_-5db,N,New_N_047.wav,28-8,DeepONMF_H2,2,nndsvd,0.3822885728249288,8x212,0.029528699931688607,28,0.2856882010382958,0.30470878050160904,0.02490290009882301,8,0.3864936159613973,0.3413551004970395,0.0035596999805420637
47,SNR_-5db,N,New_N_048.wav,28-8,DeepONMF_H2,2,nndsvd,0.3823089667890981,8x212,0.030265299952588975,28,0.2836891177377702,0.2944724776284957,0.025776199996471405,8,0.38766742356652933,0.3300704558845539,0.003499399987049401
48,SNR_-5db,N,New_N_049.wav,28-8,DeepONMF_H2,2,nndsvd,0.3860688471868726,8x212,0.03229900007136166,28,0.28692800823605524,0.3001589630994501,0.02767209999728948,8,0.38961097107636106,0.32708943019745707,0.0038388000102713704
49,SNR_-5db,N,New_N_050.wav,28-8,DeepONMF_H2,2,nndsvd,0.38182179716399905,8x212,0.034289399976842105,28,0.2833421818932255,0.29079732112770385,0.0292881999630481,8,0.3849710792924851,0.3239070016338016,0.004127199994400144
50,SNR_-5db,N,New_N_051.wav,28-8,DeepONMF_H2,2,nndsvd,0.38728009357845816,8x212,0.030332599999383092,28,0.2874520435228789,0.2833204508715736,0.025669199996627867,8,0.39111047311175795,0.3193164655737245,0.003640800016000867
51,SNR_-5db,N,New_N_052.wav,28-8,DeepONMF_H2,2,nndsvd,0.3813589879161765,8x212,0.032108800020068884,28,0.28628055412992254,0.29749690455879185,0.027528699953109026,8,0.38198011923777603,0.32010231819077,0.0035443000961095095
52,SNR_-5db,N,New_N_053.wav,28-8,DeepONMF_H2,2,nndsvd,0.38235422480631887,8x212,0.031072399928234518,28,0.28779784548976367,0.29750996387410134,0.02659170003607869,8,0.3881900981028606,0.314837196494302,0.0035460999934002757
53,SNR_-5db,N,New_N_054.wav,28-8,DeepONMF_H2,2,nndsvd,0.3820777898746066,8x212,0.029413799988105893,28,0.2853437165601568,0.29340996531962643,0.02439780009444803,8,0.3829863450704992,0.3442558409348586,0.0040531998965889215
54,SNR_-5db,N,New_N_055.wav,28-8,DeepONMF_H2,2,nndsvd,0.3869625448061987,8x212,0.029659199994057417,28,0.2887747889989999,0.298761173758871,0.025188899948261678,8,0.38866937860518974,0.3191260772561736,0.003485599998384714
55,SNR_-5db,N,New_N_056.wav,28-8,DeepONMF_H2,2,nndsvd,0.38466676871233974,8x212,0.03246610006317496,28,0.2858042010219934,0.2926628182994218,0.02709119999781251,8,0.40185215113007955,0.31336974161834935,0.004329500021412969
56,SNR_-5db,N,New_N_057.wav,28-8,DeepONMF_H2,2,nndsvd,0.37895355044232887,8x212,0.03138830000534654,28,0.2830296784281732,0.3009293372035731,0.026831199997104704,8,0.3785048983010822,0.3292521524075516,0.0035025000106543303
