distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
6-3,2,KNN,DeepONMF_H2,1,159,34,6,1,0.965,0.99375,0.85,0.9636363636363636,0.921875
6-3,2,KNN,DeepONMF_H2,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
6-3,2,KNN,DeepONMF_H2,3,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
6-3,2,KNN,DeepONMF_H2,4,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
6-3,2,KNN,DeepONMF_H2,5,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
6-3,2,KNN,DeepONMF_W,1,147,31,9,13,0.89,0.91875,0.775,0.9423076923076923,0.846875
6-3,2,KNN,DeepONMF_W,2,149,28,12,11,0.885,0.93125,0.7,0.9254658385093167,0.815625
6-3,2,KNN,DeepONMF_W,3,152,32,8,8,0.92,0.95,0.8,0.95,0.875
6-3,2,KNN,DeepONMF_W,4,149,31,9,11,0.9,0.93125,0.775,0.9430379746835443,0.853125
6-3,2,KNN,DeepONMF_W,5,151,30,10,9,0.905,0.94375,0.75,0.937888198757764,0.846875
6-3,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
6-3,2,SVM,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
6-3,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
6-3,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
6-3,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
6-3,2,SVM,DeepONMF_W,1,145,39,1,15,0.92,0.90625,0.975,0.9931506849315068,0.940625
6-3,2,SVM,DeepONMF_W,2,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
6-3,2,SVM,DeepONMF_W,3,143,37,3,17,0.9,0.89375,0.925,0.9794520547945206,0.909375
6-3,2,SVM,DeepONMF_W,4,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
6-3,2,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
6-3,2,UjaNet,DeepONMF_H2,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
6-3,2,UjaNet,DeepONMF_H2,2,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
6-3,2,UjaNet,DeepONMF_H2,3,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
6-3,2,UjaNet,DeepONMF_H2,4,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
6-3,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
6-3,2,UjaNet,DeepONMF_W,1,155,39,1,5,0.97,0.96875,0.975,0.9935897435897436,0.971875
6-3,2,UjaNet,DeepONMF_W,2,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
6-3,2,UjaNet,DeepONMF_W,3,156,35,5,4,0.955,0.975,0.875,0.968944099378882,0.925
6-3,2,UjaNet,DeepONMF_W,4,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
6-3,2,UjaNet,DeepONMF_W,5,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
