,N,AS,MR,MS,MVP
N,98.5,0.0,0.5,0.5,0.5
AS,0.0,95.5,2.5,0.5,1.5
MR,1.5,2.5,93.0,2.0,1.0
MS,0.0,1.5,1.5,94.0,3.0
MVP,3.0,4.0,0.5,1.0,91.5
