clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,40,160,0,0,1.0,1.0,1.0,1.0,1.0,40
AS,40,157,3,0,0.985,1.0,0.98125,0.9302325581395349,0.990625,40
MR,39,159,1,1,0.99,0.975,0.99375,0.975,0.984375,40
MS,38,160,0,2,0.99,0.95,1.0,1.0,0.975,40
MVP,38,159,1,2,0.985,0.95,0.99375,0.9743589743589743,0.971875,40
PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.9759183064997018,0.984375,200
