distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
14-7,2,KNN,DeepONMF_H2,1,155,32,8,5,0.935,0.96875,0.8,0.950920245398773,0.884375
14-7,2,KNN,DeepONMF_H2,2,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
14-7,2,KNN,DeepONMF_H2,3,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
14-7,2,KNN,DeepONMF_H2,4,154,35,5,6,0.945,0.9625,0.875,0.9685534591194969,0.91875
14-7,2,KNN,DeepONMF_H2,5,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
14-7,2,KNN,DeepONMF_W,1,146,35,5,14,0.905,0.9125,0.875,0.9668874172185431,0.89375
14-7,2,KNN,DeepONMF_W,2,145,33,7,15,0.89,0.90625,0.825,0.9539473684210527,0.865625
14-7,2,KNN,DeepONMF_W,3,142,28,12,18,0.85,0.8875,0.7,0.922077922077922,0.79375
14-7,2,KNN,DeepONMF_W,4,144,36,4,16,0.9,0.9,0.9,0.972972972972973,0.9
14-7,2,KNN,DeepONMF_W,5,146,30,10,14,0.88,0.9125,0.75,0.9358974358974359,0.83125
14-7,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
14-7,2,SVM,DeepONMF_H2,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
14-7,2,SVM,DeepONMF_H2,3,154,38,2,6,0.96,0.9625,0.95,0.9871794871794872,0.95625
14-7,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
14-7,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
14-7,2,SVM,DeepONMF_W,1,147,39,1,13,0.93,0.91875,0.975,0.9932432432432432,0.9468749999999999
14-7,2,SVM,DeepONMF_W,2,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
14-7,2,SVM,DeepONMF_W,3,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
14-7,2,SVM,DeepONMF_W,4,142,38,2,18,0.9,0.8875,0.95,0.9861111111111112,0.91875
14-7,2,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
14-7,2,UjaNet,DeepONMF_H2,1,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
14-7,2,UjaNet,DeepONMF_H2,2,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
14-7,2,UjaNet,DeepONMF_H2,3,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
14-7,2,UjaNet,DeepONMF_H2,4,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
14-7,2,UjaNet,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
14-7,2,UjaNet,DeepONMF_W,1,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
14-7,2,UjaNet,DeepONMF_W,2,154,39,1,6,0.965,0.9625,0.975,0.9935483870967742,0.96875
14-7,2,UjaNet,DeepONMF_W,3,155,34,6,5,0.945,0.96875,0.85,0.9627329192546584,0.909375
14-7,2,UjaNet,DeepONMF_W,4,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
14-7,2,UjaNet,DeepONMF_W,5,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
