,N,AS,MR,MS,MVP
N,95.5,0.0,0.0,1.5,3.0
AS,0.0,96.0,3.0,0.5,0.5
MR,1.0,6.5,89.5,1.5,1.5
MS,0.5,0.5,1.5,93.5,4.0
MVP,2.5,2.5,1.5,2.5,91.0
