,N,AS,MR,MS,MVP
N,98.0,0.0,0.0,1.5,0.5
AS,0.0,96.5,3.0,0.0,0.5
MR,3.0,3.0,91.0,1.0,2.0
MS,0.5,1.0,2.5,93.0,3.0
MVP,2.0,3.0,2.0,1.5,91.5
