,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,1,0,1
real_AS,0,28,9,0,3
real_MR,0,0,32,1,7
real_MS,0,1,11,27,1
real_MVP,3,2,7,0,28
