base,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
original,DeepONMF_H2,1,PROMEDIO_MACRO,196,796,4,4,0.992,0.9800000000000001,0.9949999999999999,0.9811684628474191,0.9875,200
original,DeepONMF_H2,2,PROMEDIO_MACRO,181,781,19,19,0.9620000000000001,0.905,0.97625,0.9048407867563315,0.940625,200
original,DeepONMF_H2,3,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9609331254966685,0.975,200
original,DeepONMF_H2,4,PROMEDIO_MACRO,193,793,7,7,0.986,0.9649999999999999,0.99125,0.9664976394474559,0.978125,200
original,DeepONMF_H2,5,PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.9749937460913071,0.984375,200
