comparación,distancia
N-AS,0.14039059553416972
N-MR,0.09865533285751338
N-MS,0.426328142522952
N-MVP,0.6115331062456564
AS-MR,0.04173526267665634
AS-MS,0.28593754698878227
AS-MVP,0.4711425107114867
MR-MS,0.3276728096654386
MR-MVP,0.5128777733881431
MS-MVP,0.18520496372270445
