distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
11-10,2,KNN,DeepONMF_H2,1,157,32,8,3,0.945,0.98125,0.8,0.9515151515151515,0.890625
11-10,2,KNN,DeepONMF_H2,2,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
11-10,2,KNN,DeepONMF_H2,3,154,27,13,6,0.905,0.9625,0.675,0.9221556886227545,0.8187500000000001
11-10,2,KNN,DeepONMF_H2,4,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
11-10,2,KNN,DeepONMF_H2,5,158,28,12,2,0.93,0.9875,0.7,0.9294117647058824,0.84375
11-10,2,KNN,DeepONMF_W,1,143,30,10,17,0.865,0.89375,0.75,0.934640522875817,0.821875
11-10,2,KNN,DeepONMF_W,2,140,26,14,20,0.83,0.875,0.65,0.9090909090909091,0.7625
11-10,2,KNN,DeepONMF_W,3,139,30,10,21,0.845,0.86875,0.75,0.9328859060402684,0.809375
11-10,2,KNN,DeepONMF_W,4,141,30,10,19,0.855,0.88125,0.75,0.9337748344370861,0.815625
11-10,2,KNN,DeepONMF_W,5,140,33,7,20,0.865,0.875,0.825,0.9523809523809523,0.85
11-10,2,SVM,DeepONMF_H2,1,156,38,2,4,0.97,0.975,0.95,0.9873417721518988,0.9624999999999999
11-10,2,SVM,DeepONMF_H2,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
11-10,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
11-10,2,SVM,DeepONMF_H2,4,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
11-10,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
11-10,2,SVM,DeepONMF_W,1,148,39,1,12,0.935,0.925,0.975,0.9932885906040269,0.95
11-10,2,SVM,DeepONMF_W,2,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
11-10,2,SVM,DeepONMF_W,3,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
11-10,2,SVM,DeepONMF_W,4,148,38,2,12,0.93,0.925,0.95,0.9866666666666667,0.9375
11-10,2,SVM,DeepONMF_W,5,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
11-10,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
11-10,2,UjaNet,DeepONMF_H2,2,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
11-10,2,UjaNet,DeepONMF_H2,3,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
11-10,2,UjaNet,DeepONMF_H2,4,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
11-10,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
11-10,2,UjaNet,DeepONMF_W,1,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
11-10,2,UjaNet,DeepONMF_W,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
11-10,2,UjaNet,DeepONMF_W,3,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
11-10,2,UjaNet,DeepONMF_W,4,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
11-10,2,UjaNet,DeepONMF_W,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
