,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,34,0,3,0,3
real_AS,0,34,6,0,0
real_MR,0,2,33,0,5
real_MS,0,0,8,29,3
real_MVP,4,3,7,2,24
