base,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
original,DeepONMF_H3,1,PROMEDIO_MACRO,198,798,2,2,0.9960000000000001,0.99,0.9974999999999999,0.9904761904761905,0.99375,200
original,DeepONMF_H3,2,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.9451531845434283,0.965625,200
original,DeepONMF_H3,3,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.9887499999999999,0.9563557970903405,0.971875,200
original,DeepONMF_H3,4,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.9899999999999999,0.9608860494969699,0.975,200
original,DeepONMF_H3,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9625638116846285,0.975,200
