clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,39,157,3,1,0.98,0.975,0.98125,0.9285714285714286,0.9781249999999999,40
AS,38,155,5,2,0.965,0.95,0.96875,0.8837209302325582,0.959375,40
MR,35,158,2,5,0.965,0.875,0.9875,0.9459459459459459,0.93125,40
MS,37,157,3,3,0.97,0.925,0.98125,0.925,0.953125,40
MVP,34,156,4,6,0.95,0.85,0.975,0.8947368421052632,0.9125,40
PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9155950293710392,0.946875,200
