,N,AS,MR,MS,MVP
N,98.0,0.0,0.5,0.0,1.5
AS,1.0,94.5,3.0,1.0,0.5
MR,0.0,1.0,96.5,1.0,1.5
MS,0.0,2.0,1.5,93.0,3.5000000000000004
MVP,3.0,3.0,2.0,2.5,89.5
