,N,AS,MR,MS,MVP
N,84.0,0.5,12.0,0.0,3.5000000000000004
AS,0.0,84.5,13.5,0.0,2.0
MR,1.5,2.0,89.0,2.5,5.0
MS,0.5,1.5,27.0,62.0,9.0
MVP,10.5,8.5,12.5,4.5,64.0
