,N,AS,MR,MS,MVP
N,99.0,0.0,0.5,0.0,0.5
AS,0.0,97.0,2.5,0.0,0.5
MR,1.0,2.0,94.0,2.5,0.5
MS,1.0,0.5,1.5,93.0,4.0
MVP,3.0,2.5,2.5,2.0,90.0
