epoca,loss_train,loss_val
1,1.3814645676236403,0.7870404720306396
2,0.8801879922026082,0.579009473323822
3,0.6402869479436624,0.4972110390663147
4,0.5870199815223092,0.40892043709754944
5,0.47847300885539307,0.3274679183959961
6,0.4003795859845061,0.3570600152015686
7,0.3386187759277068,0.36761948466300964
8,0.32221188381510346,0.31250178813934326
9,0.279887776233648,0.2813495695590973
10,0.28670875692593034,0.289948970079422
11,0.2549558885787663,0.2731633484363556
12,0.21723918097191736,0.2590465843677521
13,0.18085161052448184,0.3010712265968323
14,0.16481660257436728,0.29758089780807495
15,0.16599842496706466,0.2782568037509918
16,0.16207510796620658,0.31382203102111816
17,0.10822036379556123,0.348690390586853
18,0.10437384072544151,0.3448159396648407
19,0.08957303533526628,0.30712735652923584
20,0.14389605900444286,0.3857392966747284
21,0.13450767974810382,0.34686344861984253
22,0.06042376962661939,0.36087197065353394
